"type","element1","type1","charge1","ind11","inda1","logp1","lumo1","element2","type2","charge2","ind12","inda2","logp2","lumo2","Class"
1,"c",22,-0.114,0,0,1.49,-2.17,"h",3,0.146,0,0,1.49,-2.17,"yes"
1,"c",22,-0.132,0,0,0.87,-0.529,"n",38,0.799,0,0,0.87,-0.529,"no"
2,"n",38,0.799,0,0,0.87,-0.529,"o",40,-0.401,0,0,0.87,-0.529,"no"
1,"c",22,0.198,0,0,0.87,-0.529,"n",32,-0.781,0,0,0.87,-0.529,"no"
1,"n",32,-0.781,0,0,0.87,-0.529,"h",1,0.328,0,0,0.87,-0.529,"no"
7,"c",22,-0.132,0,0,0.87,-0.529,"c",22,0.198,0,0,0.87,-0.529,"no"
7,"c",22,0.198,0,0,0.87,-0.529,"c",22,-0.132,0,0,0.87,-0.529,"no"
1,"c",22,-0.132,0,0,0.87,-0.529,"h",3,0.128,0,0,0.87,-0.529,"no"
1,"c",22,-0.132,0,0,0.87,-0.529,"h",3,0.128,0,0,0.87,-0.529,"no"
1,"c",22,-0.132,0,0,0.87,-0.529,"h",3,0.128,0,0,0.87,-0.529,"no"
1,"c",22,-0.148,1,0,2.52,-2.113,"h",3,0.112,1,0,2.52,-2.113,"yes"
1,"n",32,-0.419,1,0,2.52,-2.113,"c",22,0.182,1,0,2.52,-2.113,"yes"
7,"c",22,0.182,1,0,2.52,-2.113,"c",22,0.182,1,0,2.52,-2.113,"yes"
1,"c",22,0.182,1,0,2.52,-2.113,"n",32,-0.418,1,0,2.52,-2.113,"yes"
7,"c",22,0.182,1,0,2.52,-2.113,"c",22,-0.148,1,0,2.52,-2.113,"yes"
1,"c",22,-0.148,1,0,2.52,-2.113,"h",3,0.112,1,0,2.52,-2.113,"yes"
2,"n",38,0.781,1,0,2.52,-2.113,"o",40,-0.418,1,0,2.52,-2.113,"yes"
7,"c",22,0.182,1,0,2.52,-2.113,"c",22,-0.148,1,0,2.52,-2.113,"yes"
7,"c",22,-0.148,1,0,2.52,-2.113,"c",22,-0.148,1,0,2.52,-2.113,"yes"
7,"c",22,-0.113,0,0,3,-2.508,"c",22,-0.113,0,0,3,-2.508,"yes"
1,"c",22,-0.113,0,0,3,-2.508,"h",3,0.147,0,0,3,-2.508,"yes"
1,"c",22,-0.113,0,0,3,-2.508,"h",3,0.147,0,0,3,-2.508,"yes"
1,"c",22,-0.113,0,0,3,-2.508,"n",38,0.818,0,0,3,-2.508,"yes"
1,"c",22,-0.113,0,0,3,-2.508,"n",38,0.818,0,0,3,-2.508,"yes"
2,"n",38,0.818,0,0,3,-2.508,"o",40,-0.382,0,0,3,-2.508,"yes"
2,"n",38,0.818,0,0,3,-2.508,"o",40,-0.382,0,0,3,-2.508,"yes"
2,"n",38,0.818,0,0,3,-2.508,"o",40,-0.383,0,0,3,-2.508,"yes"
1,"c",22,-0.113,0,0,3,-2.508,"h",3,0.147,0,0,3,-2.508,"yes"
7,"c",22,-0.115,0,0,2.06,-1.487,"c",22,-0.115,0,0,2.06,-1.487,"yes"
1,"c",22,-0.115,0,0,2.06,-1.487,"n",38,0.816,0,0,2.06,-1.487,"yes"
2,"n",38,0.816,0,0,2.06,-1.487,"o",40,-0.384,0,0,2.06,-1.487,"yes"
2,"n",38,0.816,0,0,2.06,-1.487,"o",40,-0.384,0,0,2.06,-1.487,"yes"
7,"c",22,-0.115,0,0,2.06,-1.487,"c",26,0.315,0,0,2.06,-1.487,"yes"
7,"c",26,0.315,0,0,2.06,-1.487,"c",26,0.115,0,0,2.06,-1.487,"yes"
7,"c",21,-0.115,0,0,2.06,-1.487,"n",34,-0.384,0,0,2.06,-1.487,"yes"
1,"c",29,0.014,0,0,3.26,-2.328,"c",29,0.014,0,0,3.26,-2.328,"yes"
7,"c",22,-0.116,0,0,3.26,-2.328,"c",22,-0.116,0,0,3.26,-2.328,"yes"
7,"c",22,-0.116,0,0,3.26,-2.328,"c",29,0.014,0,0,3.26,-2.328,"yes"
7,"c",22,-0.116,0,0,3.26,-2.328,"c",22,-0.116,0,0,3.26,-2.328,"yes"
1,"c",22,-0.116,0,0,3.26,-2.328,"h",3,0.144,0,0,3.26,-2.328,"yes"
1,"c",22,-0.116,0,0,3.26,-2.328,"h",3,0.144,0,0,3.26,-2.328,"yes"
1,"c",22,-0.116,0,0,3.26,-2.328,"n",38,0.813,0,0,3.26,-2.328,"yes"
2,"n",38,0.814,0,0,3.26,-2.328,"o",40,-0.386,0,0,3.26,-2.328,"yes"
2,"n",38,0.814,0,0,3.26,-2.328,"o",40,-0.386,0,0,3.26,-2.328,"yes"
2,"n",38,0.813,0,0,3.26,-2.328,"o",40,-0.386,0,0,3.26,-2.328,"yes"
2,"n",38,0.813,0,0,3.26,-2.328,"o",40,-0.386,0,0,3.26,-2.328,"yes"
7,"c",22,-0.116,0,0,3.26,-2.328,"c",22,-0.116,0,0,3.26,-2.328,"yes"
1,"c",22,-0.116,0,0,3.26,-2.328,"h",3,0.144,0,0,3.26,-2.328,"yes"
1,"c",22,-0.116,0,0,3.26,-2.328,"h",3,0.144,0,0,3.26,-2.328,"yes"
7,"c",22,-0.118,1,0,4.44,-2.209,"c",29,0.012,1,0,4.44,-2.209,"yes"
1,"c",22,-0.118,1,0,4.44,-2.209,"h",3,0.142,1,0,4.44,-2.209,"yes"
7,"c",22,-0.118,1,0,4.44,-2.209,"c",28,0.012,1,0,4.44,-2.209,"yes"
7,"c",28,0.012,1,0,4.44,-2.209,"c",28,0.012,1,0,4.44,-2.209,"yes"
7,"c",22,-0.118,1,0,4.44,-2.209,"c",22,-0.118,1,0,4.44,-2.209,"yes"
1,"c",22,-0.118,1,0,4.44,-2.209,"h",3,0.142,1,0,4.44,-2.209,"yes"
1,"c",22,-0.118,1,0,4.44,-2.209,"n",38,0.812,1,0,4.44,-2.209,"yes"
2,"n",38,0.812,1,0,4.44,-2.209,"o",40,-0.388,1,0,4.44,-2.209,"yes"
2,"n",38,0.812,1,0,4.44,-2.209,"o",40,-0.388,1,0,4.44,-2.209,"yes"
7,"c",29,0.012,1,0,4.44,-2.209,"c",27,-0.088,1,0,4.44,-2.209,"yes"
7,"c",27,0.012,1,0,4.44,-2.209,"c",27,-0.088,1,0,4.44,-2.209,"yes"
1,"c",22,-0.118,1,0,4.44,-2.209,"h",3,0.142,1,0,4.44,-2.209,"yes"
7,"c",22,-0.067,1,0,7.84,-1.616,"c",22,-0.067,1,0,7.84,-1.616,"no"
7,"c",22,-0.067,1,0,7.84,-1.616,"c",22,0.244,1,0,7.84,-1.616,"no"
7,"c",22,-0.067,1,0,7.84,-1.616,"c",22,-0.067,1,0,7.84,-1.616,"no"
7,"c",22,-0.067,1,0,7.84,-1.616,"c",22,-0.067,1,0,7.84,-1.616,"no"
2,"n",38,0.864,1,0,7.84,-1.616,"o",40,-0.336,1,0,7.84,-1.616,"no"
1,"c",22,-0.067,1,0,7.84,-1.616,"c",93,-0.137,1,0,7.84,-1.616,"no"
7,"c",22,0.244,1,0,7.84,-1.616,"c",22,-0.067,1,0,7.84,-1.616,"no"
1,"c",22,-0.067,1,0,7.84,-1.616,"h",3,0.194,1,0,7.84,-1.616,"no"
1,"c",22,-0.067,1,0,7.84,-1.616,"h",3,0.193,1,0,7.84,-1.616,"no"
1,"c",22,0.244,1,0,7.84,-1.616,"o",50,-0.167,1,0,7.84,-1.616,"no"
1,"c",22,-0.122,0,0,2.74,-1.304,"c",10,0.108,0,0,2.74,-1.304,"yes"
1,"c",10,0.108,0,0,2.74,-1.304,"h",3,0.058,0,0,2.74,-1.304,"yes"
1,"c",22,0.108,0,0,2.74,-1.304,"c",16,-0.191,0,0,2.74,-1.304,"yes"
1,"c",16,-0.191,0,0,2.74,-1.304,"h",3,0.108,0,0,2.74,-1.304,"yes"
2,"n",38,0.809,0,0,2.74,-1.304,"o",40,-0.391,0,0,2.74,-1.304,"yes"
7,"c",22,-0.122,0,0,2.74,-1.304,"c",22,-0.122,0,0,2.74,-1.304,"yes"
7,"c",22,0.108,0,0,2.74,-1.304,"c",22,-0.122,0,0,2.74,-1.304,"yes"
1,"c",22,-0.122,0,0,2.74,-1.304,"h",3,0.139,0,0,2.74,-1.304,"yes"
1,"c",22,-0.122,0,0,2.74,-1.304,"h",3,0.139,0,0,2.74,-1.304,"yes"
7,"c",22,-0.142,1,0,2.29,-2.614,"c",22,-0.142,1,0,2.29,-2.614,"yes"
7,"c",22,-0.142,1,0,2.29,-2.614,"c",22,0.188,1,0,2.29,-2.614,"yes"
1,"c",22,0.188,1,0,2.29,-2.614,"n",32,-0.412,1,0,2.29,-2.614,"yes"
7,"c",22,0.188,1,0,2.29,-2.614,"c",22,-0.142,1,0,2.29,-2.614,"yes"
7,"c",22,-0.142,1,0,2.29,-2.614,"c",22,-0.142,1,0,2.29,-2.614,"yes"
7,"c",22,-0.142,1,0,2.29,-2.614,"c",22,-0.142,1,0,2.29,-2.614,"yes"
1,"c",22,-0.142,1,0,2.29,-2.614,"h",3,0.118,1,0,2.29,-2.614,"yes"
1,"c",22,-0.142,1,0,2.29,-2.614,"h",3,0.118,1,0,2.29,-2.614,"yes"
1,"c",22,-0.142,1,0,2.29,-2.614,"h",3,0.118,1,0,2.29,-2.614,"yes"
1,"n",32,-0.412,1,0,2.29,-2.614,"h",1,0.288,1,0,2.29,-2.614,"yes"
1,"c",22,-0.142,1,0,2.29,-2.614,"n",38,0.787,1,0,2.29,-2.614,"yes"
2,"n",38,0.787,1,0,2.29,-2.614,"o",40,-0.413,1,0,2.29,-2.614,"yes"
1,"c",22,0.177,0,0,1.77,-1.213,"n",32,-0.423,0,0,1.77,-1.213,"yes"
1,"n",32,-0.423,0,0,1.77,-1.213,"n",32,-0.423,0,0,1.77,-1.213,"yes"
1,"c",10,-0.022,0,0,1.77,-1.213,"h",3,0.028,0,0,1.77,-1.213,"yes"
1,"c",10,-0.022,0,0,1.77,-1.213,"h",3,0.028,0,0,1.77,-1.213,"yes"
1,"c",22,-0.152,0,0,1.77,-1.213,"n",38,0.777,0,0,1.77,-1.213,"yes"
2,"n",38,0.777,0,0,1.77,-1.213,"o",40,-0.423,0,0,1.77,-1.213,"yes"
7,"c",22,-0.152,0,0,1.77,-1.213,"c",22,0.177,0,0,1.77,-1.213,"yes"
7,"c",22,0.078,0,0,1.77,-1.213,"c",22,-0.152,0,0,1.77,-1.213,"yes"
1,"c",22,-0.152,0,0,1.77,-1.213,"h",3,0.108,0,0,1.77,-1.213,"yes"
1,"c",22,-0.152,0,0,1.77,-1.213,"h",3,0.108,0,0,1.77,-1.213,"yes"
7,"c",22,-0.126,0,0,2.73,-1.889,"c",22,-0.126,0,0,2.73,-1.889,"no"
1,"c",22,-0.126,0,0,2.73,-1.889,"h",3,0.133,0,0,2.73,-1.889,"no"
1,"c",22,0.104,0,0,2.73,-1.889,"c",16,-0.197,0,0,2.73,-1.889,"no"
2,"c",16,-0.197,0,0,2.73,-1.889,"c",16,0.104,0,0,2.73,-1.889,"no"
1,"c",16,-0.197,0,0,2.73,-1.889,"h",3,0.104,0,0,2.73,-1.889,"no"
1,"c",16,0.104,0,0,2.73,-1.889,"o",50,-0.227,0,0,2.73,-1.889,"no"
7,"c",22,-0.126,0,0,2.73,-1.889,"c",22,0.183,0,0,2.73,-1.889,"no"
7,"c",22,0.183,0,0,2.73,-1.889,"c",22,-0.126,0,0,2.73,-1.889,"no"
7,"c",22,-0.126,0,0,2.73,-1.889,"c",22,-0.126,0,0,2.73,-1.889,"no"
1,"c",22,-0.126,0,0,2.73,-1.889,"h",3,0.133,0,0,2.73,-1.889,"no"
1,"c",22,-0.126,0,0,2.73,-1.889,"h",3,0.134,0,0,2.73,-1.889,"no"
1,"c",22,-0.126,0,0,2.73,-1.889,"n",38,0.803,0,0,2.73,-1.889,"no"
2,"n",38,0.803,0,0,2.73,-1.889,"o",40,-0.397,0,0,2.73,-1.889,"no"
7,"c",22,0.104,0,0,2.73,-1.889,"c",22,-0.126,0,0,2.73,-1.889,"no"
1,"c",22,-0.126,0,0,2.73,-1.889,"h",3,0.134,0,0,2.73,-1.889,"no"
7,"c",22,-0.133,1,0,3.06,-1.861,"c",22,-0.133,1,0,3.06,-1.861,"yes"
7,"c",22,-0.133,1,0,3.06,-1.861,"c",29,-0.003,1,0,3.06,-1.861,"yes"
1,"c",22,0.097,1,0,3.06,-1.861,"c",14,0.547,1,0,3.06,-1.861,"yes"
2,"o",40,-0.403,1,0,3.06,-1.861,"n",38,0.798,1,0,3.06,-1.861,"yes"
2,"n",38,0.798,1,0,3.06,-1.861,"o",40,-0.403,1,0,3.06,-1.861,"yes"
1,"c",22,-0.133,1,0,3.06,-1.861,"h",3,0.127,1,0,3.06,-1.861,"yes"
1,"c",22,-0.133,1,0,3.06,-1.861,"h",3,0.127,1,0,3.06,-1.861,"yes"
1,"c",22,-0.133,1,0,3.06,-1.861,"h",3,0.127,1,0,3.06,-1.861,"yes"
7,"c",22,-0.133,1,0,3.06,-1.861,"c",22,-0.133,1,0,3.06,-1.861,"yes"
7,"c",29,-0.003,1,0,3.06,-1.861,"c",22,0.097,1,0,3.06,-1.861,"yes"
7,"c",22,0.097,1,0,3.06,-1.861,"c",22,-0.133,1,0,3.06,-1.861,"yes"
7,"c",22,-0.113,1,0,6.07,-2.182,"c",22,-0.113,1,0,6.07,-2.182,"yes"
7,"c",27,-0.083,1,0,6.07,-2.182,"c",27,-0.083,1,0,6.07,-2.182,"yes"
7,"c",27,-0.083,1,0,6.07,-2.182,"c",27,0.017,1,0,6.07,-2.182,"yes"
7,"c",22,-0.113,1,0,6.07,-2.182,"c",22,-0.113,1,0,6.07,-2.182,"yes"
7,"c",22,-0.113,1,0,6.07,-2.182,"c",27,0.017,1,0,6.07,-2.182,"yes"
7,"c",27,0.017,1,0,6.07,-2.182,"c",22,-0.113,1,0,6.07,-2.182,"yes"
7,"c",27,-0.083,1,0,6.07,-2.182,"c",29,0.017,1,0,6.07,-2.182,"yes"
7,"c",22,-0.113,1,0,6.07,-2.182,"c",22,-0.113,1,0,6.07,-2.182,"yes"
7,"c",22,-0.113,1,0,6.07,-2.182,"c",22,-0.113,1,0,6.07,-2.182,"yes"
1,"c",22,-0.113,1,0,6.07,-2.182,"n",38,0.818,1,0,6.07,-2.182,"yes"
2,"n",38,0.818,1,0,6.07,-2.182,"o",40,-0.382,1,0,6.07,-2.182,"yes"
7,"c",22,-0.113,1,0,6.07,-2.182,"c",22,-0.113,1,0,6.07,-2.182,"yes"
1,"c",22,-0.113,1,0,6.07,-2.182,"h",3,0.148,1,0,6.07,-2.182,"yes"
1,"c",22,-0.113,1,0,6.07,-2.182,"h",3,0.148,1,0,6.07,-2.182,"yes"
7,"c",27,-0.083,1,0,6.07,-2.182,"c",27,-0.083,1,0,6.07,-2.182,"yes"
7,"c",22,-0.113,1,0,6.07,-2.182,"c",27,0.017,1,0,6.07,-2.182,"yes"
7,"c",27,-0.083,1,0,6.07,-2.182,"c",27,0.017,1,0,6.07,-2.182,"yes"
1,"c",22,0.198,0,0,0.53,-0.727,"n",32,-0.781,0,0,0.53,-0.727,"no"
1,"n",32,-0.781,0,0,0.53,-0.727,"h",1,0.328,0,0,0.53,-0.727,"no"
1,"n",32,-0.781,0,0,0.53,-0.727,"h",1,0.329,0,0,0.53,-0.727,"no"
7,"c",22,0.198,0,0,0.53,-0.727,"c",22,-0.132,0,0,0.53,-0.727,"no"
7,"c",22,-0.132,0,0,0.53,-0.727,"c",22,-0.132,0,0,0.53,-0.727,"no"
1,"c",22,-0.132,0,0,0.53,-0.727,"h",3,0.128,0,0,0.53,-0.727,"no"
7,"c",22,-0.114,0,0,1.99,-1.366,"c",22,-0.114,0,0,1.99,-1.366,"no"
7,"c",22,-0.114,0,0,1.99,-1.366,"c",22,-0.114,0,0,1.99,-1.366,"no"
7,"c",22,-0.114,0,0,1.99,-1.366,"c",27,0.016,0,0,1.99,-1.366,"no"
1,"c",22,-0.114,0,0,1.99,-1.366,"h",3,0.146,0,0,1.99,-1.366,"no"
1,"c",22,-0.114,0,0,1.99,-1.366,"h",3,0.146,0,0,1.99,-1.366,"no"
1,"c",22,-0.114,0,0,1.99,-1.366,"h",3,0.146,0,0,1.99,-1.366,"no"
7,"c",27,0.015,1,0,4.44,-2.294,"c",27,-0.085,1,0,4.44,-2.294,"yes"
7,"c",27,-0.085,1,0,4.44,-2.294,"c",27,0.015,1,0,4.44,-2.294,"yes"
7,"c",22,-0.115,1,0,4.44,-2.294,"c",22,-0.115,1,0,4.44,-2.294,"yes"
7,"c",22,-0.115,1,0,4.44,-2.294,"c",22,-0.115,1,0,4.44,-2.294,"yes"
7,"c",27,0.015,1,0,4.44,-2.294,"c",22,-0.115,1,0,4.44,-2.294,"yes"
7,"c",22,-0.115,1,0,4.44,-2.294,"c",22,-0.115,1,0,4.44,-2.294,"yes"
1,"c",22,-0.115,1,0,4.44,-2.294,"h",3,0.146,1,0,4.44,-2.294,"yes"
1,"c",22,-0.115,1,0,4.44,-2.294,"h",3,0.145,1,0,4.44,-2.294,"yes"
1,"c",22,-0.115,1,0,4.44,-2.294,"n",38,0.816,1,0,4.44,-2.294,"yes"
7,"c",27,0.015,1,0,4.44,-2.294,"c",27,-0.085,1,0,4.44,-2.294,"yes"
7,"c",22,-0.118,1,0,4.44,-2.074,"c",22,-0.118,1,0,4.44,-2.074,"yes"
7,"c",22,-0.118,1,0,4.44,-2.074,"c",22,-0.118,1,0,4.44,-2.074,"yes"
7,"c",28,0.012,1,0,4.44,-2.074,"c",22,-0.118,1,0,4.44,-2.074,"yes"
7,"c",22,-0.118,1,0,4.44,-2.074,"c",22,-0.118,1,0,4.44,-2.074,"yes"
7,"c",22,-0.118,1,0,4.44,-2.074,"c",22,-0.118,1,0,4.44,-2.074,"yes"
1,"c",22,-0.118,1,0,4.44,-2.074,"h",3,0.142,1,0,4.44,-2.074,"yes"
1,"c",22,-0.118,1,0,4.44,-2.074,"n",38,0.812,1,0,4.44,-2.074,"yes"
2,"n",38,0.812,1,0,4.44,-2.074,"o",40,-0.388,1,0,4.44,-2.074,"yes"
7,"c",22,-0.118,1,0,4.44,-2.074,"c",27,0.012,1,0,4.44,-2.074,"yes"
2,"n",38,0.812,1,0,4.44,-2.074,"o",40,-0.388,1,0,4.44,-2.074,"yes"
7,"c",27,0.012,1,0,4.44,-2.074,"c",27,-0.088,1,0,4.44,-2.074,"yes"
1,"c",22,-0.118,1,0,4.44,-2.074,"h",3,0.142,1,0,4.44,-2.074,"yes"
2,"n",38,0.817,0,0,1.89,-2.09,"o",40,-0.383,0,0,1.89,-2.09,"no"
2,"n",38,0.817,0,0,1.89,-2.09,"o",40,-0.384,0,0,1.89,-2.09,"no"
2,"n",38,0.817,0,0,1.89,-2.09,"o",40,-0.384,0,0,1.89,-2.09,"no"
2,"n",38,0.817,0,0,1.89,-2.09,"o",40,-0.383,0,0,1.89,-2.09,"no"
7,"c",22,0.316,0,0,1.89,-2.09,"c",22,-0.114,0,0,1.89,-2.09,"no"
1,"c",22,-0.114,0,0,1.89,-2.09,"h",3,0.146,0,0,1.89,-2.09,"no"
7,"c",22,-0.133,0,0,2.07,-0.574,"c",22,-0.133,0,0,2.07,-0.574,"no"
1,"c",22,0.197,0,0,2.07,-0.574,"n",32,-0.403,0,0,2.07,-0.574,"no"
1,"c",22,-0.004,0,0,2.07,-0.574,"c",10,-0.104,0,0,2.07,-0.574,"no"
1,"c",10,-0.104,0,0,2.07,-0.574,"h",3,0.046,0,0,2.07,-0.574,"no"
1,"c",22,-0.133,0,0,2.07,-0.574,"n",38,0.798,0,0,2.07,-0.574,"no"
2,"n",38,0.798,0,0,2.07,-0.574,"o",40,-0.403,0,0,2.07,-0.574,"no"
7,"c",22,-0.133,0,0,2.07,-0.574,"c",22,-0.133,0,0,2.07,-0.574,"no"
7,"c",22,-0.133,0,0,2.07,-0.574,"c",22,0.197,0,0,2.07,-0.574,"no"
7,"c",22,0.197,0,0,2.07,-0.574,"c",22,-0.004,0,0,2.07,-0.574,"no"
1,"c",22,-0.133,0,0,2.07,-0.574,"h",3,0.126,0,0,2.07,-0.574,"no"
1,"c",22,-0.133,0,0,2.07,-0.574,"h",3,0.126,0,0,2.07,-0.574,"no"
7,"c",29,0.004,1,0,5.41,-1.276,"c",194,0.004,1,0,5.41,-1.276,"yes"
1,"c",22,-0.126,1,0,5.41,-1.276,"h",3,0.134,1,0,5.41,-1.276,"yes"
1,"c",22,-0.126,1,0,5.41,-1.276,"h",3,0.134,1,0,5.41,-1.276,"yes"
1,"c",194,0.004,1,0,5.41,-1.276,"c",194,0.004,1,0,5.41,-1.276,"yes"
1,"c",22,-0.126,1,0,5.41,-1.276,"h",3,0.134,1,0,5.41,-1.276,"yes"
1,"c",22,-0.126,1,0,5.41,-1.276,"h",3,0.134,1,0,5.41,-1.276,"yes"
7,"c",29,0.004,1,0,5.41,-1.276,"c",22,-0.126,1,0,5.41,-1.276,"yes"
7,"c",22,-0.126,1,0,5.41,-1.276,"c",22,-0.126,1,0,5.41,-1.276,"yes"
7,"c",22,-0.126,1,0,5.41,-1.276,"c",22,-0.126,1,0,5.41,-1.276,"yes"
1,"c",29,0.004,1,0,5.41,-1.276,"c",194,0.004,1,0,5.41,-1.276,"yes"
7,"c",22,-0.126,1,0,5.41,-1.276,"c",29,0.004,1,0,5.41,-1.276,"yes"
7,"c",194,0.004,1,0,5.41,-1.276,"c",29,0.004,1,0,5.41,-1.276,"yes"
1,"c",29,0.004,1,0,5.41,-1.276,"c",29,0.004,1,0,5.41,-1.276,"yes"
7,"c",22,-0.126,1,0,5.41,-1.276,"c",22,-0.126,1,0,5.41,-1.276,"yes"
7,"c",22,-0.126,1,0,5.41,-1.276,"c",22,-0.126,1,0,5.41,-1.276,"yes"
1,"c",22,-0.137,1,0,3.51,-0.872,"h",3,0.123,1,0,3.51,-0.872,"no"
1,"n",32,-0.408,1,0,3.51,-0.872,"c",22,0.193,1,0,3.51,-0.872,"no"
7,"c",22,0.193,1,0,3.51,-0.872,"c",22,-0.137,1,0,3.51,-0.872,"no"
7,"c",22,-0.137,1,0,3.51,-0.872,"c",22,-0.137,1,0,3.51,-0.872,"no"
7,"c",22,-0.137,1,0,3.51,-0.872,"c",22,-0.137,1,0,3.51,-0.872,"no"
7,"c",22,-0.137,1,0,3.51,-0.872,"c",29,-0.007,1,0,3.51,-0.872,"no"
1,"c",22,-0.137,1,0,3.51,-0.872,"h",3,0.123,1,0,3.51,-0.872,"no"
1,"c",22,-0.137,1,0,3.51,-0.872,"h",3,0.123,1,0,3.51,-0.872,"no"
1,"c",22,-0.137,1,0,3.51,-0.872,"h",3,0.123,1,0,3.51,-0.872,"no"
1,"c",22,0.193,1,0,3.51,-0.872,"n",32,-0.408,1,0,3.51,-0.872,"no"
1,"c",22,-0.137,1,0,3.51,-0.872,"n",38,0.792,1,0,3.51,-0.872,"no"
7,"c",27,-0.067,0,0,1.84,-1.478,"n",35,-0.738,0,0,1.84,-1.478,"no"
7,"c",22,0.282,0,0,1.84,-1.478,"c",22,-0.097,0,0,1.84,-1.478,"no"
7,"c",22,-0.097,0,0,1.84,-1.478,"c",22,-0.097,0,0,1.84,-1.478,"no"
2,"o",40,-0.368,0,0,1.84,-1.478,"n",38,0.832,0,0,1.84,-1.478,"no"
7,"c",22,-0.097,0,0,1.84,-1.478,"c",22,-0.097,0,0,1.84,-1.478,"no"
7,"c",22,-0.097,0,0,1.84,-1.478,"c",27,0.033,0,0,1.84,-1.478,"no"
7,"c",27,0.033,0,0,1.84,-1.478,"c",22,-0.097,0,0,1.84,-1.478,"no"
7,"c",22,0.282,0,0,1.44,-1.429,"c",22,-0.097,0,0,1.44,-1.429,"no"
2,"n",38,0.832,0,0,1.44,-1.429,"o",40,-0.368,0,0,1.44,-1.429,"no"
1,"n",38,0.832,0,0,1.44,-1.429,"c",22,-0.097,0,0,1.44,-1.429,"no"
7,"c",22,-0.097,0,0,1.44,-1.429,"c",27,0.033,0,0,1.44,-1.429,"no"
7,"c",27,-0.067,0,0,1.44,-1.429,"c",27,0.033,0,0,1.44,-1.429,"no"
1,"c",22,-0.097,0,0,1.44,-1.429,"h",3,0.162,0,0,1.44,-1.429,"no"
7,"c",22,-0.111,1,0,3.4,-1.764,"c",22,-0.111,1,0,3.4,-1.764,"yes"
1,"c",29,0.019,1,0,3.4,-1.764,"c",29,0.019,1,0,3.4,-1.764,"yes"
2,"n",38,0.818,1,0,3.4,-1.764,"o",40,-0.381,1,0,3.4,-1.764,"yes"
2,"n",38,0.818,1,0,3.4,-1.764,"o",40,-0.382,1,0,3.4,-1.764,"yes"
1,"c",22,-0.111,1,0,3.4,-1.764,"h",3,0.149,1,0,3.4,-1.764,"yes"
1,"c",22,-0.111,1,0,3.4,-1.764,"h",3,0.149,1,0,3.4,-1.764,"yes"
1,"c",22,-0.111,1,0,3.4,-1.764,"c",19,0.448,1,0,3.4,-1.764,"yes"
3,"c",19,0.448,1,0,3.4,-1.764,"n",31,-0.482,1,0,3.4,-1.764,"yes"
7,"c",22,-0.111,1,0,3.4,-1.764,"c",22,-0.111,1,0,3.4,-1.764,"yes"
7,"c",29,0.019,1,0,3.4,-1.764,"c",22,-0.111,1,0,3.4,-1.764,"yes"
7,"c",22,-0.111,1,0,3.4,-1.764,"c",22,-0.111,1,0,3.4,-1.764,"yes"
7,"c",22,-0.111,1,0,3.4,-1.764,"c",22,-0.111,1,0,3.4,-1.764,"yes"
7,"c",22,-0.12,0,0,3.52,-1.665,"c",22,-0.12,0,0,3.52,-1.665,"yes"
1,"c",29,0.01,0,0,3.52,-1.665,"c",29,0.01,0,0,3.52,-1.665,"yes"
7,"c",22,-0.12,0,0,3.52,-1.665,"c",22,-0.12,0,0,3.52,-1.665,"yes"
1,"n",38,0.81,0,0,3.52,-1.665,"c",22,-0.12,0,0,3.52,-1.665,"yes"
1,"c",22,-0.12,0,0,3.52,-1.665,"h",3,0.14,0,0,3.52,-1.665,"yes"
2,"o",40,-0.39,0,0,3.52,-1.665,"n",38,0.81,0,0,3.52,-1.665,"yes"
7,"c",22,-0.12,0,0,3.52,-1.665,"c",22,-0.12,0,0,3.52,-1.665,"yes"
1,"c",22,-0.12,0,0,3.52,-1.665,"h",3,0.14,0,0,3.52,-1.665,"yes"
1,"c",22,-0.111,1,0,5.09,-1.602,"i",95,-0.031,1,0,5.09,-1.602,"yes"
2,"n",38,0.818,1,0,5.09,-1.602,"o",40,-0.382,1,0,5.09,-1.602,"yes"
7,"c",22,-0.111,1,0,5.09,-1.602,"c",22,-0.111,1,0,5.09,-1.602,"yes"
7,"c",29,0.019,1,0,5.09,-1.602,"c",22,-0.111,1,0,5.09,-1.602,"yes"
1,"c",10,0.019,1,0,5.09,-1.602,"c",22,-0.111,1,0,5.09,-1.602,"yes"
7,"c",22,-0.111,1,0,5.09,-1.602,"c",22,-0.111,1,0,5.09,-1.602,"yes"
7,"c",22,-0.115,1,1,5.07,-2.164,"c",22,-0.115,1,1,5.07,-2.164,"yes"
7,"c",22,-0.115,1,1,5.07,-2.164,"c",22,-0.115,1,1,5.07,-2.164,"yes"
7,"c",195,0.015,1,1,5.07,-2.164,"c",22,-0.115,1,1,5.07,-2.164,"yes"
7,"c",22,-0.115,1,1,5.07,-2.164,"c",27,0.015,1,1,5.07,-2.164,"yes"
7,"c",22,-0.115,1,1,5.07,-2.164,"c",22,-0.115,1,1,5.07,-2.164,"yes"
7,"c",22,-0.115,1,1,5.07,-2.164,"c",26,-0.085,1,1,5.07,-2.164,"yes"
7,"c",22,-0.115,1,1,5.07,-2.164,"c",22,-0.115,1,1,5.07,-2.164,"yes"
1,"c",22,-0.115,1,1,5.07,-2.164,"h",3,0.144,1,1,5.07,-2.164,"yes"
