"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","Class"
37,"services","divorced","high.school","unknown","yes","yes","cellular","apr","mon",92,1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,"no"
35,"admin.","married","high.school","no","no","no","telephone","may","fri",91,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
25,"technician","single","professional.course","no","yes","no","cellular","nov","fri",712,2,19,1,"success",-1.1,94.767,-50.8,1.04,4963.6,"yes"
49,"blue-collar","married","basic.9y","unknown","no","no","telephone","may","fri",283,3,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
52,"admin.","married","high.school","no","no","no","cellular","nov","fri",165,1,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"no"
31,"self-employed","divorced","university.degree","no","unknown","unknown","cellular","jul","thu",262,1,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,"no"
37,"entrepreneur","married","university.degree","no","yes","no","telephone","nov","fri",45,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
32,"admin.","single","university.degree","no","no","no","cellular","aug","tue",80,3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
36,"admin.","married","high.school","no","yes","no","cellular","aug","fri",171,11,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
45,"blue-collar","married","basic.9y","no","yes","no","cellular","mar","tue",829,1,999,0,"nonexistent",-1.8,92.843,-50,1.51,5099.1,"no"
46,"technician","married","university.degree","no","yes","no","telephone","may","fri",170,4,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
60,"retired","married","university.degree","unknown","yes","no","telephone","may","tue",245,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
45,"admin.","married","high.school","no","no","no","telephone","may","wed",215,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
44,"blue-collar","single","basic.4y","no","yes","no","telephone","jun","tue",159,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
31,"admin.","single","university.degree","no","no","no","telephone","may","fri",239,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
32,"blue-collar","married","basic.6y","no","no","no","telephone","jun","mon",147,2,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no"
40,"technician","married","high.school","no","yes","no","cellular","may","tue",394,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
44,"technician","married","professional.course","no","no","no","telephone","jun","thu",171,1,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
43,"admin.","single","high.school","no","no","no","cellular","nov","wed",1011,1,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"yes"
47,"admin.","married","university.degree","unknown","no","no","telephone","may","tue",202,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
32,"technician","married","university.degree","no","yes","no","telephone","may","wed",186,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.27,5099.1,"no"
41,"technician","married","basic.9y","no","no","no","telephone","may","mon",180,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
42,"services","married","professional.course","no","yes","no","telephone","may","fri",149,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
50,"unknown","married","basic.4y","unknown","yes","no","cellular","jul","mon",511,3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
50,"housemaid","married","basic.9y","unknown","yes","yes","telephone","may","wed",125,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
48,"self-employed","divorced","high.school","no","yes","no","cellular","nov","mon",82,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
36,"blue-collar","married","basic.9y","no","no","yes","cellular","nov","mon",131,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
27,"admin.","single","professional.course","no","yes","no","cellular","jul","tue",483,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
32,"admin.","single","university.degree","no","yes","no","cellular","aug","mon",340,3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
43,"housemaid","married","basic.4y","no","yes","no","cellular","jul","wed",402,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
26,"management","single","university.degree","no","no","no","cellular","mar","thu",139,1,999,0,"nonexistent",-1.8,92.843,-50,1.65,5099.1,"yes"
32,"services","married","high.school","no","yes","yes","telephone","may","wed",383,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
32,"blue-collar","married","basic.6y","no","yes","no","telephone","may","fri",165,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
28,"blue-collar","married","basic.9y","unknown","no","yes","telephone","jun","fri",17,5,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
33,"technician","single","professional.course","no","yes","no","cellular","may","wed",519,2,999,2,"failure",-1.8,92.893,-46.2,1.334,5099.1,"yes"
42,"technician","married","professional.course","no","yes","no","cellular","aug","wed",246,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.879,5076.2,"no"
53,"services","married","basic.9y","unknown","yes","no","cellular","aug","mon",136,2,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no"
70,"retired","married","basic.4y","unknown","yes","no","cellular","aug","thu",320,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.883,5076.2,"no"
47,"management","married","university.degree","no","yes","no","cellular","aug","thu",20,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
51,"blue-collar","married","basic.4y","unknown","yes","no","telephone","jul","wed",139,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
34,"housemaid","married","university.degree","no","yes","no","cellular","may","tue",58,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
41,"technician","single","university.degree","no","yes","yes","cellular","jul","wed",184,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
36,"blue-collar","married","unknown","unknown","yes","yes","telephone","may","wed",161,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
28,"student","single","university.degree","unknown","yes","no","telephone","may","mon",208,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
31,"management","single","university.degree","no","yes","no","cellular","nov","wed",424,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"yes"
58,"retired","married","basic.4y","unknown","no","no","cellular","jul","tue",307,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
54,"admin.","married","high.school","unknown","yes","no","telephone","jun","mon",490,12,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
50,"blue-collar","single","basic.9y","unknown","yes","yes","telephone","may","thu",184,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
38,"technician","single","university.degree","no","yes","no","telephone","may","tue",446,12,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
37,"admin.","married","high.school","no","no","no","cellular","may","fri",123,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
28,"admin.","single","university.degree","no","no","no","cellular","jun","mon",114,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,"no"
31,"blue-collar","married","basic.6y","no","yes","yes","telephone","jun","tue",105,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
31,"management","married","high.school","no","yes","yes","telephone","jun","tue",343,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
30,"technician","married","university.degree","no","yes","no","telephone","may","tue",683,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"yes"
36,"blue-collar","married","basic.9y","no","unknown","unknown","telephone","jun","tue",30,3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
32,"technician","married","professional.course","no","no","yes","cellular","jul","wed",183,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
43,"management","married","university.degree","no","no","no","cellular","nov","wed",382,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
41,"unemployed","divorced","professional.course","no","unknown","unknown","cellular","aug","tue",271,3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
46,"management","single","university.degree","no","yes","no","cellular","jul","mon",93,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
49,"admin.","married","high.school","unknown","yes","no","cellular","aug","thu",82,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
34,"entrepreneur","married","basic.4y","no","yes","no","telephone","may","fri",233,1,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
47,"services","married","high.school","no","no","no","cellular","aug","fri",130,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
46,"blue-collar","married","basic.6y","unknown","yes","no","telephone","may","wed",196,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
24,"student","single","high.school","no","yes","no","cellular","apr","thu",88,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no"
32,"blue-collar","single","basic.4y","no","yes","no","cellular","jul","tue",145,12,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
31,"blue-collar","married","high.school","no","no","no","cellular","jul","wed",248,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
29,"entrepreneur","married","high.school","no","yes","no","cellular","jul","fri",668,2,999,0,"nonexistent",1.4,93.918,-42.7,4.959,5228.1,"no"
48,"blue-collar","married","basic.4y","no","no","no","cellular","may","mon",420,7,999,1,"failure",-1.8,92.893,-46.2,1.244,5099.1,"no"
43,"technician","married","university.degree","no","no","no","cellular","nov","fri",24,9,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
56,"entrepreneur","married","university.degree","no","yes","no","cellular","apr","thu",472,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no"
33,"technician","married","university.degree","unknown","yes","no","cellular","aug","tue",153,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
36,"management","married","university.degree","no","no","no","telephone","jun","thu",22,1,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,"no"
38,"admin.","single","high.school","no","yes","no","cellular","apr","thu",882,1,6,1,"success",-1.8,93.749,-34.6,0.659,5008.7,"yes"
31,"unemployed","single","high.school","no","no","no","cellular","may","thu",339,2,999,0,"nonexistent",-1.8,93.876,-40,0.692,5008.7,"no"
30,"technician","married","professional.course","no","yes","yes","cellular","jul","fri",292,2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
39,"services","married","high.school","no","yes","no","cellular","jul","thu",543,29,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
37,"blue-collar","married","basic.9y","no","no","no","telephone","jun","wed",203,2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
31,"technician","married","university.degree","no","yes","no","cellular","aug","thu",515,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
44,"management","married","university.degree","no","no","no","cellular","aug","tue",175,2,999,2,"failure",-2.9,92.201,-31.4,0.883,5076.2,"yes"
31,"services","married","high.school","no","no","no","telephone","may","wed",636,6,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
30,"blue-collar","single","basic.9y","unknown","no","no","telephone","jun","fri",10,8,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
47,"housemaid","single","basic.4y","no","no","no","telephone","jun","tue",241,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
42,"admin.","married","university.degree","no","yes","no","cellular","aug","tue",1311,2,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"yes"
32,"services","married","high.school","no","no","no","cellular","may","mon",161,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
41,"management","married","high.school","no","no","yes","telephone","may","tue",129,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
45,"blue-collar","single","basic.4y","unknown","yes","yes","cellular","jul","tue",21,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
52,"entrepreneur","married","basic.9y","no","yes","yes","telephone","may","fri",390,2,999,0,"nonexistent",1.1,93.994,-36.4,4.864,5191,"no"
39,"management","married","unknown","no","no","no","cellular","nov","thu",352,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
36,"entrepreneur","married","university.degree","no","no","yes","telephone","may","fri",180,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
44,"services","divorced","high.school","no","yes","yes","cellular","apr","tue",895,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.453,5099.1,"yes"
67,"self-employed","married","university.degree","no","yes","no","cellular","nov","tue",68,4,999,1,"failure",-3.4,92.649,-30.1,0.72,5017.5,"no"
42,"admin.","married","university.degree","no","yes","no","cellular","aug","wed",71,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
37,"technician","single","university.degree","no","yes","no","cellular","may","tue",322,1,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no"
34,"entrepreneur","married","university.degree","no","yes","no","cellular","nov","thu",69,1,999,1,"failure",-0.1,93.2,-42,4.076,5195.8,"no"
48,"management","married","university.degree","no","no","no","cellular","aug","tue",115,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
46,"admin.","single","high.school","no","no","no","cellular","jul","wed",251,3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
57,"admin.","divorced","high.school","no","no","no","telephone","may","fri",162,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
54,"housemaid","married","basic.4y","no","yes","no","cellular","aug","tue",133,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
34,"admin.","married","basic.9y","no","yes","no","telephone","jun","mon",252,3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
38,"blue-collar","married","basic.9y","no","yes","no","cellular","apr","thu",218,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no"
27,"student","single","high.school","no","yes","no","cellular","may","thu",101,1,999,1,"failure",-1.8,92.893,-46.2,1.327,5099.1,"no"
42,"blue-collar","married","basic.6y","unknown","yes","no","cellular","may","wed",458,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
35,"technician","divorced","professional.course","no","yes","no","telephone","jun","thu",312,2,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
40,"entrepreneur","married","professional.course","unknown","yes","no","cellular","apr","thu",176,1,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,"no"
44,"admin.","single","university.degree","no","yes","no","telephone","may","mon",158,7,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
54,"blue-collar","married","basic.9y","no","yes","yes","cellular","nov","wed",101,1,999,0,"nonexistent",-3.4,92.649,-30.1,0.719,5017.5,"no"
32,"technician","married","high.school","no","yes","no","cellular","aug","tue",160,3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
47,"admin.","single","university.degree","no","yes","no","cellular","aug","thu",156,4,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
30,"admin.","married","university.degree","no","yes","yes","cellular","may","mon",742,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"yes"
40,"entrepreneur","married","basic.4y","no","yes","yes","cellular","nov","wed",322,3,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
39,"blue-collar","married","basic.4y","no","yes","no","cellular","apr","fri",156,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
27,"technician","single","high.school","no","yes","no","cellular","jul","fri",784,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes"
46,"admin.","married","university.degree","no","yes","no","cellular","aug","thu",164,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.873,5076.2,"no"
49,"unemployed","married","high.school","unknown","no","no","cellular","nov","fri",671,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
32,"admin.","divorced","university.degree","no","no","no","telephone","may","wed",315,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
27,"admin.","single","high.school","no","yes","yes","cellular","may","wed",177,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
35,"technician","married","university.degree","unknown","no","no","cellular","aug","thu",246,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
48,"blue-collar","married","basic.4y","no","no","yes","cellular","may","wed",170,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
50,"management","married","university.degree","no","yes","yes","cellular","apr","fri",206,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
58,"self-employed","divorced","university.degree","no","yes","no","cellular","jul","thu",548,1,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
55,"retired","married","basic.6y","unknown","yes","yes","cellular","jul","tue",632,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
35,"admin.","single","university.degree","no","no","no","cellular","jul","fri",14,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no"
41,"blue-collar","divorced","basic.6y","no","yes","no","telephone","may","fri",160,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
35,"technician","married","professional.course","no","no","no","cellular","nov","wed",427,3,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
33,"admin.","single","university.degree","no","yes","no","cellular","nov","wed",101,2,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
39,"entrepreneur","single","university.degree","no","yes","no","telephone","may","thu",43,9,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
39,"blue-collar","married","basic.9y","no","no","no","telephone","may","tue",302,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
63,"management","married","basic.4y","unknown","yes","no","cellular","nov","tue",131,4,999,2,"failure",-3.4,92.649,-30.1,0.715,5017.5,"yes"
59,"retired","married","basic.4y","no","no","yes","telephone","jul","thu",22,3,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
35,"admin.","married","university.degree","no","yes","no","cellular","may","wed",376,2,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no"
31,"admin.","single","university.degree","no","no","no","telephone","may","fri",162,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
40,"self-employed","married","high.school","no","no","no","cellular","jul","mon",521,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
39,"admin.","married","university.degree","no","no","no","telephone","jun","mon",69,3,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,"no"
30,"self-employed","married","professional.course","no","yes","no","cellular","may","tue",98,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
32,"technician","married","professional.course","no","yes","yes","cellular","jul","mon",330,4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
37,"admin.","divorced","university.degree","no","yes","yes","cellular","aug","tue",211,2,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,"no"
52,"admin.","married","university.degree","no","no","no","cellular","may","thu",195,1,999,0,"nonexistent",-1.8,93.876,-40,0.677,5008.7,"yes"
28,"student","single","basic.9y","no","yes","no","cellular","mar","tue",156,1,999,0,"nonexistent",-1.8,92.843,-50,1.799,5099.1,"yes"
47,"blue-collar","divorced","basic.4y","no","yes","no","cellular","aug","mon",149,7,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
47,"admin.","married","university.degree","unknown","no","no","telephone","jun","thu",252,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
28,"admin.","single","university.degree","no","yes","no","telephone","may","fri",1128,3,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
33,"student","single","unknown","no","yes","yes","cellular","aug","tue",203,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.883,5076.2,"no"
41,"management","married","high.school","unknown","yes","no","cellular","may","tue",527,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
30,"student","single","unknown","no","yes","no","cellular","apr","wed",176,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
29,"admin.","single","university.degree","no","no","no","cellular","oct","mon",87,2,999,1,"failure",-3.4,92.431,-26.9,0.731,5017.5,"no"
44,"technician","divorced","unknown","no","no","no","telephone","jul","tue",222,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
34,"services","single","basic.9y","no","no","no","cellular","may","wed",308,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
47,"admin.","single","university.degree","no","no","no","cellular","nov","tue",193,1,999,0,"nonexistent",-3.4,92.649,-30.1,0.72,5017.5,"no"
54,"housemaid","married","basic.4y","unknown","no","no","cellular","jul","tue",164,4,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
44,"blue-collar","married","high.school","unknown","yes","no","cellular","apr","thu",253,1,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,"no"
31,"management","single","university.degree","unknown","yes","no","telephone","jun","fri",15,4,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
34,"blue-collar","married","professional.course","no","yes","no","telephone","may","mon",210,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
29,"technician","single","basic.9y","no","unknown","unknown","telephone","apr","mon",116,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
56,"admin.","married","unknown","no","yes","no","telephone","jun","tue",87,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
31,"technician","divorced","high.school","no","no","no","cellular","aug","fri",129,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
57,"blue-collar","married","basic.4y","no","no","no","cellular","aug","thu",134,9,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
43,"unemployed","married","university.degree","unknown","unknown","unknown","telephone","may","tue",87,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
24,"student","single","unknown","no","yes","no","cellular","sep","wed",222,1,17,4,"failure",-1.1,94.199,-37.5,0.886,4963.6,"no"
51,"admin.","divorced","high.school","no","yes","no","cellular","aug","tue",133,1,999,1,"failure",-2.9,92.201,-31.4,0.838,5076.2,"no"
47,"admin.","married","university.degree","no","yes","no","cellular","aug","wed",38,3,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
44,"technician","divorced","professional.course","no","yes","no","cellular","may","thu",245,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
45,"services","married","professional.course","no","yes","yes","cellular","jul","mon",307,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
38,"blue-collar","married","high.school","no","no","no","telephone","apr","mon",340,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
30,"blue-collar","single","professional.course","no","yes","no","cellular","nov","tue",111,2,999,0,"nonexistent",-1.1,94.767,-50.8,1.049,4963.6,"no"
55,"management","married","university.degree","no","no","no","cellular","aug","thu",122,5,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
58,"retired","divorced","university.degree","no","yes","no","cellular","apr","wed",129,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.415,5099.1,"yes"
36,"admin.","single","university.degree","no","yes","no","cellular","aug","mon",770,7,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
33,"self-employed","single","high.school","no","yes","yes","cellular","may","tue",113,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
30,"services","single","high.school","no","yes","no","cellular","aug","thu",148,2,999,0,"nonexistent",-2.9,92.201,-31.4,0.873,5076.2,"yes"
25,"student","single","high.school","no","no","no","cellular","jun","mon",485,2,999,0,"nonexistent",-1.7,94.055,-39.8,0.72,4991.6,"yes"
31,"management","married","university.degree","no","no","no","cellular","may","fri",238,1,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no"
31,"blue-collar","single","basic.4y","no","no","yes","cellular","nov","wed",125,2,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
36,"technician","single","professional.course","no","yes","no","telephone","may","thu",238,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
34,"services","married","high.school","no","yes","no","cellular","may","fri",320,3,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no"
40,"technician","married","university.degree","no","no","no","cellular","aug","mon",342,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
35,"blue-collar","married","basic.9y","no","no","no","cellular","jul","wed",1259,6,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
59,"entrepreneur","married","university.degree","no","no","no","telephone","jun","fri",9,5,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
35,"technician","married","professional.course","no","yes","yes","cellular","jul","thu",77,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
41,"admin.","divorced","high.school","no","no","no","telephone","may","mon",177,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
32,"admin.","single","university.degree","no","yes","no","cellular","jul","thu",250,2,6,1,"success",-1.7,94.215,-40.3,0.846,4991.6,"no"
60,"self-employed","married","basic.9y","no","no","no","cellular","aug","tue",17,13,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
48,"admin.","married","high.school","no","no","no","telephone","may","tue",82,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
50,"management","married","university.degree","no","yes","no","cellular","jul","thu",161,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
43,"admin.","married","high.school","no","no","no","telephone","jun","fri",1422,10,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"yes"
46,"services","divorced","basic.9y","no","no","no","cellular","may","wed",96,2,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no"
50,"entrepreneur","married","university.degree","no","no","no","cellular","nov","mon",408,1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
30,"technician","single","university.degree","no","yes","no","cellular","aug","wed",215,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
34,"blue-collar","married","basic.4y","no","yes","yes","cellular","may","wed",338,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"no"
50,"technician","married","basic.9y","no","yes","no","telephone","nov","mon",55,2,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,"no"
38,"technician","single","basic.6y","no","yes","no","cellular","nov","wed",164,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
37,"admin.","single","university.degree","no","yes","no","telephone","jun","mon",540,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
29,"services","single","basic.9y","unknown","yes","no","cellular","apr","thu",105,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"no"
35,"admin.","single","university.degree","no","no","yes","telephone","jun","fri",159,9,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
32,"admin.","single","university.degree","no","unknown","unknown","cellular","aug","fri",107,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
