"id","username","location","userop","quote","Class","date","reviewnospace","page","titleopinion"
"rn174304632","Ianroscoe11","Stafford, United Kingdom","1 review","The Alambra","1","2013-08-27","Must be the most beautiful place on earth,i have rambled for hours many times in the gardens always finding something new.",703,"The Alambra. Must be the most beautiful place on earth,i have rambled for hours many times in the gardens always finding something new."
"rn174145391","bradyboy2","florida","756 reviews","A lifetime travel experience","1","2013-08-26","Today we visited this world famous attraction and it it a very special placeYou have to order your. Tickets on line or get a special tour package which includes transportation and entrance.The day we were there it was sold outThe palaces get to be a little repetitious after awhile but The tiles and designs are beautifulThe gardens are probably just as beautiful to visit",704,"A lifetime travel experience. Today we visited this world famous attraction and it it a very special placeYou have to order your. Tickets on line or get a special tour package which includes transportation and entrance.The day we were there it was sold outThe palaces get to be a little repetitious after awhile but The tiles and designs are beautifulThe gardens are probably just as beautiful to visit"
"rn174021081","bealight","Houston, Texas","95 reviews","Impressed","0","2013-08-25","Just everything about the place is impressive. On a hill in the middle of Spain is built a magic place.",704,"Impressed. Just everything about the place is impressive. On a hill in the middle of Spain is built a magic place."
"rn173899494","Somuchtosee01","Bedford, England","449 reviews","Amazing and stunning - not to be missed","1","2013-08-25","The Alhambra is justifiably the no.1 attraction in Granada and is a definite 'must see'. As stated in other reviews, pre-booking online is highly advised. We popped into the Alhambra shop in Granada the day before our visit and printed the tickets at their ServiCaixa ATM. The lady at the desk was very helpful and supplied with an Alhambra map as well. Having tickets enabled us to enter at the Justice Gate (not crowded) and go straight to our time allocated slot at the Nasrid Palaces. Purchased 2 audio guides (6 euros each) - ok for adults but not for children as commentary is somewhat 'poetic'. Queued for half an hour before entering the Palace complex. As there is a limit to entry numbers, the crowds were nowhere near as bad as I thought they would be. The Palaces are amazing to see - a photographers paradise. But put the camera down for a while and just take in the stunning architecture, study the intricate detail of the designs - it's truly inspiring. It takes at least an hour to see this area properly (we took over 90 mins) - kids will be bored by then! The Partal area is next (includes the gardens) and is a welcome change from the Palaces - not many people and a good place to chill, drink some water and enjoy the views. Walk up to the Generalife and wander through the lovely water gardens. There were less people here and it was much more relaxed. Use the tourist map provided to make sure you see all the best sights. The whole visit took us 6 hours (including lunch) but you could do it in 3 to 4 hours. Toilets and limited vending machines available.Highly recommended for adults - less interesting for children.TIP - Stop off at the Parador in the middle of the Alhambra for a drink or a meal. The prices are reasonable and its a quiet and shady rest from the heat.",704,"Amazing and stunning - not to be missed. The Alhambra is justifiably the no.1 attraction in Granada and is a definite 'must see'. As stated in other reviews, pre-booking online is highly advised. We popped into the Alhambra shop in Granada the day before our visit and printed the tickets at their ServiCaixa ATM. The lady at the desk was very helpful and supplied with an Alhambra map as well. Having tickets enabled us to enter at the Justice Gate (not crowded) and go straight to our time allocated slot at the Nasrid Palaces. Purchased 2 audio guides (6 euros each) - ok for adults but not for children as commentary is somewhat 'poetic'. Queued for half an hour before entering the Palace complex. As there is a limit to entry numbers, the crowds were nowhere near as bad as I thought they would be. The Palaces are amazing to see - a photographers paradise. But put the camera down for a while and just take in the stunning architecture, study the intricate detail of the designs - it's truly inspiring. It takes at least an hour to see this area properly (we took over 90 mins) - kids will be bored by then! The Partal area is next (includes the gardens) and is a welcome change from the Palaces - not many people and a good place to chill, drink some water and enjoy the views. Walk up to the Generalife and wander through the lovely water gardens. There were less people here and it was much more relaxed. Use the tourist map provided to make sure you see all the best sights. The whole visit took us 6 hours (including lunch) but you could do it in 3 to 4 hours. Toilets and limited vending machines available.Highly recommended for adults - less interesting for children.TIP - Stop off at the Parador in the middle of the Alhambra for a drink or a meal. The prices are reasonable and its a quiet and shady rest from the heat."
"rn173710247","kirsty578","Doncaster, United Kingdom","4 reviews","Alhambra July 2013","0","2013-08-23","The advantage of going in July, despite the heat, which actually isn't too bad is there are fewer tourists.. Just stand in the shade.You can get a cool beer and drink it in the shade of the trees!If you have done Rajasthan you won't be overwhelmed by the Alhambra. However..it's nice.",705,"Alhambra July 2013. The advantage of going in July, despite the heat, which actually isn't too bad is there are fewer tourists.. Just stand in the shade.You can get a cool beer and drink it in the shade of the trees!If you have done Rajasthan you won't be overwhelmed by the Alhambra. However..it's nice."
"rn173478617","Hassan S","Al Khobar, Saudi Arabia","90 reviews","Amazing visit","1","2013-08-22","Must see if you are visiting Granada. Make sure to book your tickets way in advance. I have to purchase a group guided tour since I was too late to book tickets online. However, it was worth it. The palace and history are very fascinating",705,"Amazing visit. Must see if you are visiting Granada. Make sure to book your tickets way in advance. I have to purchase a group guided tour since I was too late to book tickets online. However, it was worth it. The palace and history are very fascinating"
"rn173263082","andynaija","London","76 reviews","worth visiting","1","2013-08-20","We booked the tickets through ticketmaster and printed the tickets on a cash machine on arrival in Spain prior to our visit thereby avoiding the ticket queues. The weather was very hot thereby making the walk round the ground tiring. The details of the interior decoration of the nasrid palace is amazing but the other palaces were less inspiring. The whole grounds is well preserved.",706,"worth visiting. We booked the tickets through ticketmaster and printed the tickets on a cash machine on arrival in Spain prior to our visit thereby avoiding the ticket queues. The weather was very hot thereby making the walk round the ground tiring. The details of the interior decoration of the nasrid palace is amazing but the other palaces were less inspiring. The whole grounds is well preserved."
"rn173128876","10_BeDazzle","Watford, United Kingdom","4 reviews","The Alhambra, Nasrid Palaces, Generalife Palace and Gardens - an afternoon visit.","1","2013-08-20","On the recommendation of friends who have visited this World Heritage site, we ordered tickets for Alhambra General allowing full access to all visitable areas of the Alhambra and Generalife site, through Ticketmaster, back in the UK three weeks ago. I must admit I was worried about the queues getting in etc. having read other reviews but experienced none of this. We had afternoon tickets but didn't arrive until 3.30pm. Parking was easy. Picking up the tickets from the Ticketmaster terminal also easy. A Spanish helper who spoke English assisted us and then gave us a site guide. Because I had a child ticket, we did have to go to reservations to have a bar code printed on it but again, this was very straightforward only having to wait a few mins. Parents - make sure you take your children's passports with you as I did, again based on reading other reviews regarding child tickets. I did notice people being turned away as all tickets were sold out so it really is a must to purchase beforehand especially during the Summer hols. I really enjoyed walking around The Alhambra, my only criticism of having to queue in the late afternoon heat for our timed entry @ 5pm to the Nasrid Palaces. Some sort of tenting or shade covering should have been provided and I could not have imagined queuing in the midday heat. We did see the Red Cross with someone inside the Palaces who obviously wasn't feeling well probably due to the heat. The Generalife Palace and Gardens was by far my favourite site to visit. The gardens are magnificent and the many fountains provided much needed relief to cool down even in the evening heat. We left the site around 7pm straight back onto the excellent motorway system to Mijas. I didn't find The Alhambra particularly crowded at the time when we visited, we had the gardens almost to ourselves at one point. The restrooms were very clean, plenty of vending machines for bottled drinks and the staff seemed to be helpful. Would thoroughly recommend a visit here, just make sure you book in advance so as not to be disappointed!",706,"The Alhambra, Nasrid Palaces, Generalife Palace and Gardens - an afternoon visit.. On the recommendation of friends who have visited this World Heritage site, we ordered tickets for Alhambra General allowing full access to all visitable areas of the Alhambra and Generalife site, through Ticketmaster, back in the UK three weeks ago. I must admit I was worried about the queues getting in etc. having read other reviews but experienced none of this. We had afternoon tickets but didn't arrive until 3.30pm. Parking was easy. Picking up the tickets from the Ticketmaster terminal also easy. A Spanish helper who spoke English assisted us and then gave us a site guide. Because I had a child ticket, we did have to go to reservations to have a bar code printed on it but again, this was very straightforward only having to wait a few mins. Parents - make sure you take your children's passports with you as I did, again based on reading other reviews regarding child tickets. I did notice people being turned away as all tickets were sold out so it really is a must to purchase beforehand especially during the Summer hols. I really enjoyed walking around The Alhambra, my only criticism of having to queue in the late afternoon heat for our timed entry @ 5pm to the Nasrid Palaces. Some sort of tenting or shade covering should have been provided and I could not have imagined queuing in the midday heat. We did see the Red Cross with someone inside the Palaces who obviously wasn't feeling well probably due to the heat. The Generalife Palace and Gardens was by far my favourite site to visit. The gardens are magnificent and the many fountains provided much needed relief to cool down even in the evening heat. We left the site around 7pm straight back onto the excellent motorway system to Mijas. I didn't find The Alhambra particularly crowded at the time when we visited, we had the gardens almost to ourselves at one point. The restrooms were very clean, plenty of vending machines for bottled drinks and the staff seemed to be helpful. Would thoroughly recommend a visit here, just make sure you book in advance so as not to be disappointed!"
"rn172845027","peaseblossom85","Alicante, Spain","115 reviews","Worth ten stars","1","2013-08-18","If you haven't been, you must. It defies description, a fabulous work of art. Allow a whole day at least but to get the most out of it two is best.You can then wander around and really absorb this wonder of the world. We have been 3 times and toured with a guide, headphones and latterly with a book. For a first time visitor I think the headphones are best. You are not rushed on when you wish to linger and the information given is certainly sufficient to enable you to appreciate what you are looking at.If you only visit one monument in Spain, make this the one !",707,"Worth ten stars. If you haven't been, you must. It defies description, a fabulous work of art. Allow a whole day at least but to get the most out of it two is best.You can then wander around and really absorb this wonder of the world. We have been 3 times and toured with a guide, headphones and latterly with a book. For a first time visitor I think the headphones are best. You are not rushed on when you wish to linger and the information given is certainly sufficient to enable you to appreciate what you are looking at.If you only visit one monument in Spain, make this the one !"
"rn172301646","leafylin","Sydney, Australia","122 reviews","Stunning!!","1","2013-08-15","This was our second visit to the Alhambra. Our first was in the winter and I must say it is more beautiful in the warmer weather. Our first visit we did everything in one day and there is a lot to take in so this time we went over 2 consecutive days and I can highly recommend this approach. The Alhambra and the gardens are SO big and SO beautiful you need more than a whistlestop visit. The first day we saw eveything except the Nasrid Palace in the morning had lunch at the Parador out on the terrace and then spent the afternoon in the gardens. The next day we totally focused on the Nasrid Palace and spent several unhurried hours wandering around. After this we returned to see some of our favourite sites from the day before and thoroughly enjoyed the experience.",707,"Stunning!!. This was our second visit to the Alhambra. Our first was in the winter and I must say it is more beautiful in the warmer weather. Our first visit we did everything in one day and there is a lot to take in so this time we went over 2 consecutive days and I can highly recommend this approach. The Alhambra and the gardens are SO big and SO beautiful you need more than a whistlestop visit. The first day we saw eveything except the Nasrid Palace in the morning had lunch at the Parador out on the terrace and then spent the afternoon in the gardens. The next day we totally focused on the Nasrid Palace and spent several unhurried hours wandering around. After this we returned to see some of our favourite sites from the day before and thoroughly enjoyed the experience."
"rn172091588","davcol_1","Sydney","105 reviews","Hot in the summer","0","2013-08-13","This is certainly worth the effort, even in the heat of the summer. The first thing to do is to buy your entry ticket before hand, then you won't have to queue in the sun. Secondly beware of the audio tours you get offered from some of the tour companies, we had picked ours up the day before and when it didn't work at the palace we had nobody to sort it out for us. My advice would be to go with an audio tour from the Alhambra itself. Try to get a morning tour, it does get very hot and busy in the afternoon, we took plenty of water with us, but there are also places to buy it. Your entry to the Naziares Palace is a timed entry, and this is perhaps the one letdown, as even with a timed entrance you have to queue and it took us about half an hour to get in. Once in it is fascinating and extremely well preserved. As we were here in the height of summer there were a lot of people around, the friends that we were with had been in the winter and told us that the atmosphere is different. The gardens are extremely well kept, colourful and fascinating to wander around. The views over Granada are unrivalled from the towers and you get a real sense of the history of the place. Well done to Spain for keeping it looking so good.....just sort out the wait for the Naziers palace!After a morning exploring we had lunch at the restaurant in the Granada Parador, but that's another review.",708,"Hot in the summer. This is certainly worth the effort, even in the heat of the summer. The first thing to do is to buy your entry ticket before hand, then you won't have to queue in the sun. Secondly beware of the audio tours you get offered from some of the tour companies, we had picked ours up the day before and when it didn't work at the palace we had nobody to sort it out for us. My advice would be to go with an audio tour from the Alhambra itself. Try to get a morning tour, it does get very hot and busy in the afternoon, we took plenty of water with us, but there are also places to buy it. Your entry to the Naziares Palace is a timed entry, and this is perhaps the one letdown, as even with a timed entrance you have to queue and it took us about half an hour to get in. Once in it is fascinating and extremely well preserved. As we were here in the height of summer there were a lot of people around, the friends that we were with had been in the winter and told us that the atmosphere is different. The gardens are extremely well kept, colourful and fascinating to wander around. The views over Granada are unrivalled from the towers and you get a real sense of the history of the place. Well done to Spain for keeping it looking so good.....just sort out the wait for the Naziers palace!After a morning exploring we had lunch at the restaurant in the Granada Parador, but that's another review."
"rn171911241","soarinval12","Springfield, Missouri","148 reviews","Spectacular architecture and history! A must see in Spain.","1","2013-08-12","This place was on my top list to see in Europe and it did not dissappoint! The history and the sheer magnitude of all the architecural points is astonishing! The carvings and the gardens oh my! Take a guided tour so you can learn what you are seeing it is such a treat! stay after your tour and sit in the gardens and enjoy the view!",708,"Spectacular architecture and history! A must see in Spain.. This place was on my top list to see in Europe and it did not dissappoint! The history and the sheer magnitude of all the architecural points is astonishing! The carvings and the gardens oh my! Take a guided tour so you can learn what you are seeing it is such a treat! stay after your tour and sit in the gardens and enjoy the view!"
"rn171060502","rikster21","Staffordshire, United Kingdom","52 reviews","Must-see","1","2013-08-06","The Nasrid Palace is a must-see for anyone interested in Arabic design, architecture, mosaics or geometric patterns. Absolutely beautiful.",709,"Must-see. The Nasrid Palace is a must-see for anyone interested in Arabic design, architecture, mosaics or geometric patterns. Absolutely beautiful."
"rn171055540","Laura L","London, United Kingdom","13 reviews","Alhambra in the Spring","0","2013-08-06","Spring is an excellent time to visit as it is not too crowded and the flowers are in full blossom! The grape plants smelt amazing. I think the Alhambra is a little pricey for what it is. Also make sure you pre-book in advance because places fill up quickly and if you want to queue on the day then you'll be waiting over an hour in the peek seasons!",710,"Alhambra in the Spring. Spring is an excellent time to visit as it is not too crowded and the flowers are in full blossom! The grape plants smelt amazing. I think the Alhambra is a little pricey for what it is. Also make sure you pre-book in advance because places fill up quickly and if you want to queue on the day then you'll be waiting over an hour in the peek seasons!"
"rn170790160","Alicia144","Birmingham","3 reviews","An amazing spectacle !","1","2013-08-05","A place of great beauty, spectacular rooms, peaceful gardens. The Alhambra gives an idea of life for the Moors in the past. Particularly impressive in the heat of summer but wonderful at any time.",711,"An amazing spectacle !. A place of great beauty, spectacular rooms, peaceful gardens. The Alhambra gives an idea of life for the Moors in the past. Particularly impressive in the heat of summer but wonderful at any time."
"rn170702928","LittleLSR","Haddington, United Kingdom","19 reviews","Should not be missed","1","2013-08-04","We drove up to Granda from Marbella and the 2 hour drive, each way, was well worth it.My parents had visited some years before and raved about it and having visited it for myself, I know exactly what inspired them. It is a place of magnificence and splendor which is simply staggering for the time in history it was built. A must see if your in the region.It is a very busy place, so be prepared for crowds and a bit of waiting to get into the Palaces, but well worth it. Take lots of water as it is very hot on the outside sections, particularly the gardens.",711,"Should not be missed. We drove up to Granda from Marbella and the 2 hour drive, each way, was well worth it.My parents had visited some years before and raved about it and having visited it for myself, I know exactly what inspired them. It is a place of magnificence and splendor which is simply staggering for the time in history it was built. A must see if your in the region.It is a very busy place, so be prepared for crowds and a bit of waiting to get into the Palaces, but well worth it. Take lots of water as it is very hot on the outside sections, particularly the gardens."
"rn170542532","FAMLEE","GABORONE","240 reviews","Absolute Must see!!","1","2013-08-03","One of the places that we had wanted to visit and we were not disappointed. Best to book on line before the visit and schedule your times precisely. The queues are reasonable and although it is a very busy place there is lots to see and you can wander at will with the good tourist map provided. the architecture is simply magnificent.",711,"Absolute Must see!!. One of the places that we had wanted to visit and we were not disappointed. Best to book on line before the visit and schedule your times precisely. The queues are reasonable and although it is a very busy place there is lots to see and you can wander at will with the good tourist map provided. the architecture is simply magnificent."
"rn170272064","fatihydz","Ankara, Turkey","14 reviews","Best palace i have ever seen","1","2013-08-01","Gardens (Generalife) looks like heaven! Thousands of colourful flowers and trees. Palace is the best sample of Islamic Art and Architecture. I think tourists have to see this place. But you have to buy tickets online nearly one month before you visit! You can see the gardens (Generalife) side everytime but if you want to see the palace you should buy the tickets early.",712,"Best palace i have ever seen. Gardens (Generalife) looks like heaven! Thousands of colourful flowers and trees. Palace is the best sample of Islamic Art and Architecture. I think tourists have to see this place. But you have to buy tickets online nearly one month before you visit! You can see the gardens (Generalife) side everytime but if you want to see the palace you should buy the tickets early."
"rn170087373","KriHa2013","Berlin, Germany","19 reviews","Don´t miss it!","1","2013-07-31","We have two small kids at the age of 4 and 6 and the lady at the telephone reservation service had advised us to come to the entrance at opening hours (8h30) to pick up our tickets, stroll around the gardens and all the sights that are without restricted access and the see the Nasrid palace at 11h30 and then leave after it, because then the heat will be unbearable (July!). It was a great advice and worked out well. Can advise this planning to every family with kids, but also to every grown-up visitor, who comes to see the Alhambra in the hot months.",712,"Don´t miss it!. We have two small kids at the age of 4 and 6 and the lady at the telephone reservation service had advised us to come to the entrance at opening hours (8h30) to pick up our tickets, stroll around the gardens and all the sights that are without restricted access and the see the Nasrid palace at 11h30 and then leave after it, because then the heat will be unbearable (July!). It was a great advice and worked out well. Can advise this planning to every family with kids, but also to every grown-up visitor, who comes to see the Alhambra in the hot months."
"rn170081322","irina i","Bucharest, Romania","3 reviews","beautiful place to see","1","2013-07-31","if you travel to Granada, The Alhambra palaces and Generalife is an absolut must see...everything about it is impressive, beautiful art of work. We bought the tickets the day before the visit, with help from the hotel we stayed in and we visited Alhambra early in the morning.",712,"beautiful place to see. if you travel to Granada, The Alhambra palaces and Generalife is an absolut must see...everything about it is impressive, beautiful art of work. We bought the tickets the day before the visit, with help from the hotel we stayed in and we visited Alhambra early in the morning."
"rn170079489","bigbirdandgrizzly","Cambridge, England","281 reviews","Glorious islamic art all around you","1","2013-07-31","Absolutely loved it here, it more than lives up to the hype. The palaces are fantastic (especially at night) and the gardens are glorious.",712,"Glorious islamic art all around you. Absolutely loved it here, it more than lives up to the hype. The palaces are fantastic (especially at night) and the gardens are glorious."
"rn170030932","GeorgyLynn","Sydney, Australia","78 reviews","The Alhambra","1","2013-07-30","Fantastic example of Moorish and Spanish architecture, beautiful gardens. Taking the guided tour was a great way to learn about the history of the Moors in Spain. Need at least half a day to really explore the site.",713,"The Alhambra. Fantastic example of Moorish and Spanish architecture, beautiful gardens. Taking the guided tour was a great way to learn about the history of the Moors in Spain. Need at least half a day to really explore the site."
"rn169855084","Michael P","Reading, United Kingdom","29 reviews","Historical relevance to today","1","2013-07-30","Guided tour was a great way to learn about and tour at a good pace. Could take the audio tour instead. Allow plenty of time and consider walking back into town after.",713,"Historical relevance to today. Guided tour was a great way to learn about and tour at a good pace. Could take the audio tour instead. Allow plenty of time and consider walking back into town after."
"rn169847538","molino","spain","16 reviews","Back to Moorish times","1","2013-07-30","I am lucky to live in Granada and have visited the Alhambra many times , on my own or with friends . Every time it's a surprise and a delight to discover new views,new spots . If you are in Granada or near ,Malaga , Seville , Cordoba it's a place you can't miss . As recommended don't forget to buy your tickets well in advance so you can choose the time of the day to visit it . Granada can reach temperature of 40 degrees or more during the midday hours",713,"Back to Moorish times. I am lucky to live in Granada and have visited the Alhambra many times , on my own or with friends . Every time it's a surprise and a delight to discover new views,new spots . If you are in Granada or near ,Malaga , Seville , Cordoba it's a place you can't miss . As recommended don't forget to buy your tickets well in advance so you can choose the time of the day to visit it . Granada can reach temperature of 40 degrees or more during the midday hours"
"rn169783101","Burke2272","Seattle, WA","10 reviews","So lovely and historic","0","2013-07-29","This is a must see for anyone going to Spain, especially for the first time. A full day is required to see all. Recommend lunch inside the grounds at Hotel America in their lovely courtyard. Wear comfortable shoes, lots of walking!",713,"So lovely and historic. This is a must see for anyone going to Spain, especially for the first time. A full day is required to see all. Recommend lunch inside the grounds at Hotel America in their lovely courtyard. Wear comfortable shoes, lots of walking!"
"rn168864199","TravellerCork","Cork","36 reviews","One for the bucket list","1","2013-07-24","While it's all been said this is a must see and is the star of any visit to Granada. We did the night tour of the Nasrid Palace plus the day visit to the overall complex and I would certainly recommend both - they are different experiences. If you're looking for somewhere special for lunch or just a relaxing cold drink you can't do better than the Parador Hotel San Francisco on the grounds of the gardens and bust before the enterance to the Generalife. We went in there by accident but were very surprised by the reasonably priced menu and peaceful and shaded setting - don't miss it.",716,"One for the bucket list. While it's all been said this is a must see and is the star of any visit to Granada. We did the night tour of the Nasrid Palace plus the day visit to the overall complex and I would certainly recommend both - they are different experiences. If you're looking for somewhere special for lunch or just a relaxing cold drink you can't do better than the Parador Hotel San Francisco on the grounds of the gardens and bust before the enterance to the Generalife. We went in there by accident but were very surprised by the reasonably priced menu and peaceful and shaded setting - don't miss it."
"rn168855835","CaroleCooper","Torrevieja, Spain","5 reviews","The Alhambra is vast","1","2013-07-24","Make sure you are willing to walk for the whole of your visit. We spent 5 hours there and still didn't see everything.",716,"The Alhambra is vast. Make sure you are willing to walk for the whole of your visit. We spent 5 hours there and still didn't see everything."
"rn168833553","Hoveton","Doha, Qatar","62 reviews","Big Red - One of the many wonders of the world","1","2013-07-24","Great morning out: - Amazing architecture and well worth the visit even in the soaring temperatures of 36+ degree- Ensure you have comfortable walking shoes and water. There are washrooms and places where you can purchase water but better to take a small backpack and carry your water. Government regulations regulate that the site can only have 8000 people per day so whatever you do, do not leave it to chance but book on line as all the 2000 on the day tickets are sold out well in advance - Yes sold out well in advance! We took a guided tour and I felt it was money well spent as the tour guide as most of them do is to add a little extra history into the site. King Ferdinand and Queen Isabella played a large part in the history of Spain as history tells us as well as Granada.",716,"Big Red - One of the many wonders of the world. Great morning out: - Amazing architecture and well worth the visit even in the soaring temperatures of 36+ degree- Ensure you have comfortable walking shoes and water. There are washrooms and places where you can purchase water but better to take a small backpack and carry your water. Government regulations regulate that the site can only have 8000 people per day so whatever you do, do not leave it to chance but book on line as all the 2000 on the day tickets are sold out well in advance - Yes sold out well in advance! We took a guided tour and I felt it was money well spent as the tour guide as most of them do is to add a little extra history into the site. King Ferdinand and Queen Isabella played a large part in the history of Spain as history tells us as well as Granada."
"rn168401850","Keenamaree","St. George, Utah","5 reviews","Breathtaking!","1","2013-07-21","I travel... it's what I love. That being said... I have seen many different places. The Alhambra is simple breathtaking! From the details in every room, to the Gardens, to the View from the top... it is a true work of art. An absolute MUST for anyone coming to Spain!",717,"Breathtaking!. I travel... it's what I love. That being said... I have seen many different places. The Alhambra is simple breathtaking! From the details in every room, to the Gardens, to the View from the top... it is a true work of art. An absolute MUST for anyone coming to Spain!"
"rn168056833","Retired_at_30","","252 reviews","Breathtaking!","1","2013-07-18","A must visit whilst in Granada! This places amazing! It can get very hot in the height of summer so make sure you wear plenty of sunscreen and a hat. We took our baby and had him in a baby bjorn which I would highly recommend as there are lots of stairs and a pushchair would have been a nightmare. Also, we took an umbrella to give him some shade (also highly recommend). We spent three hours and felt that we covered everything in that time. Buy tickets in advance online and reserve your time to visit the Nasrid Palaces. You can pick up tickets from an ATM style machine called La Caixa located in Gran via de Colon amongst many places.Reasonably priced drinks and ice creams available from many vendors inside. A lovely place and beautifully maintained.",718,"Breathtaking!. A must visit whilst in Granada! This places amazing! It can get very hot in the height of summer so make sure you wear plenty of sunscreen and a hat. We took our baby and had him in a baby bjorn which I would highly recommend as there are lots of stairs and a pushchair would have been a nightmare. Also, we took an umbrella to give him some shade (also highly recommend). We spent three hours and felt that we covered everything in that time. Buy tickets in advance online and reserve your time to visit the Nasrid Palaces. You can pick up tickets from an ATM style machine called La Caixa located in Gran via de Colon amongst many places.Reasonably priced drinks and ice creams available from many vendors inside. A lovely place and beautifully maintained."
"rn167919096","Rositsa N","Sofia, Bulgaria","18 reviews","Alhambra - the magic place from Scheherazade's fairy-tales","1","2013-07-17","If you are in south of Spain you must visit this wonderful historical monument! It is like in a fairy-tales - with beautiful gardens and fountains and view to the snow Sierra Nevada behind high palms.I sincerely recommend you to visit also the shop of Abuela ili Chocolates (https://www.facebook.com/pages/Abuela-ili-Chocolates/116949745021425) and the oriental neighborhood.About Alhambra - it is convenient to booking the tickets online (http://www.ticketmonument.com/alhambra-tickets.php?W=1).",718,"Alhambra - the magic place from Scheherazade's fairy-tales. If you are in south of Spain you must visit this wonderful historical monument! It is like in a fairy-tales - with beautiful gardens and fountains and view to the snow Sierra Nevada behind high palms.I sincerely recommend you to visit also the shop of Abuela ili Chocolates (https://www.facebook.com/pages/Abuela-ili-Chocolates/116949745021425) and the oriental neighborhood.About Alhambra - it is convenient to booking the tickets online (http://www.ticketmonument.com/alhambra-tickets.php?W=1)."
"rn167788544","watersunsurf","Toronto, Canada","36 reviews","Never seen anything like it!","1","2013-07-16","Great place to visit, but plan on 3-4 hours. Buy your tickets ahead of time and print them off at the little kiosks. They are not easy to find - near the main ticket area, but to the right and at the back of the shop/restaurant. Don't stand in line and waste time!",719,"Never seen anything like it!. Great place to visit, but plan on 3-4 hours. Buy your tickets ahead of time and print them off at the little kiosks. They are not easy to find - near the main ticket area, but to the right and at the back of the shop/restaurant. Don't stand in line and waste time!"
"rn167588722","Vadik_B","Toronto, Canada","44 reviews","Interesting. Definitely worth a visit.","0","2013-07-15","This place is definitely worth a visit. It's quite astounding and different from most of what you see in Spain. The architectural style is very unique and there's definitely a lot of restoration work that has gone (and still going) into preserving and bringing back the past. If you're in Granada, I guess this should be in the top of your list of things to see.",719,"Interesting. Definitely worth a visit.. This place is definitely worth a visit. It's quite astounding and different from most of what you see in Spain. The architectural style is very unique and there's definitely a lot of restoration work that has gone (and still going) into preserving and bringing back the past. If you're in Granada, I guess this should be in the top of your list of things to see."
"rn167286906","nuta-s","Warsaw, Poland","15 reviews","Absolute ""must-see-before-you-die""","1","2013-07-12","The greatest thing to see in Spain I think. Remember to make a prior-reservation, especially if you travel in August, due to the crowds of tourists the number that enters is highly limited. If you forget, I recommend a night-trip. We did that and it was still awesome",720,"Absolute ""must-see-before-you-die"". The greatest thing to see in Spain I think. Remember to make a prior-reservation, especially if you travel in August, due to the crowds of tourists the number that enters is highly limited. If you forget, I recommend a night-trip. We did that and it was still awesome"
"rn167022244","Thanassis D","Athens, Greece","4 reviews","Love this place","1","2013-07-10","Fantastic, I am from Greece and I am used to historical places but this place has a history and culture on its own. I",722,"Love this place. Fantastic, I am from Greece and I am used to historical places but this place has a history and culture on its own. I"
"rn166939115","aida68","Miami, Florida","151 reviews","The best site in Spain","1","2013-07-09","Amazing complex, the details on the walls are breath taken. We went in mid June with afternoon tickets and the wheather was just fine, warm but not too much. Book the tickets in advance and plan to spend at least 4 hours.",722,"The best site in Spain. Amazing complex, the details on the walls are breath taken. We went in mid June with afternoon tickets and the wheather was just fine, warm but not too much. Book the tickets in advance and plan to spend at least 4 hours."
"rn166593480","stephanieg51","Concord, New Hampshire","140 reviews","Definitely visit the Alhambra!","1","2013-07-07","I loved visiting the Alhambra. I went with a guided tour (which I recommend doing, so you won't miss something). We also went in the morning, which is something else I suggest. Crowds were beginning to build early in the morning...it was a little crazy. Make sure you keep your ticket handy, as they will scan it at a few checkpoints, and it would be next to impossible to replace if you lost it...This palace was just amazing. The intricate details in the carvings was just exquisite. Make sure that if your tour leader uses the ""whisper headsets"" that you can hear your tour guide okay. For me, the headset didn't really work very well and all I heard was feedback (annoying) so I had to stay close to the guide so that I could hear what she was saying.",722,"Definitely visit the Alhambra!. I loved visiting the Alhambra. I went with a guided tour (which I recommend doing, so you won't miss something). We also went in the morning, which is something else I suggest. Crowds were beginning to build early in the morning...it was a little crazy. Make sure you keep your ticket handy, as they will scan it at a few checkpoints, and it would be next to impossible to replace if you lost it...This palace was just amazing. The intricate details in the carvings was just exquisite. Make sure that if your tour leader uses the ""whisper headsets"" that you can hear your tour guide okay. For me, the headset didn't really work very well and all I heard was feedback (annoying) so I had to stay close to the guide so that I could hear what she was saying."
