"Make","Model","Year","Engine.Fuel.Type","Engine.HP","Engine.Cylinders","Transmission.Type","Driven_Wheels","Number.of.Doors","Market.Category","Vehicle.Size","Vehicle.Style","highway.MPG","city.mpg","Class","MSRP"
"Chevrolet","Silverado 1500",2017,"flex-fuel (unleaded/E85)",285,6,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Extended Cab Pickup",22,17,"0",37425
"Buick","Skylark",1998,"regular unleaded",150,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",30,19,"0",2000
"Mercedes-Benz","SL-Class",2016,"premium unleaded (required)",577,8,"AUTOMATIC","rear wheel drive",2,"Factory Tuner,Luxury,High-Performance","Compact","Convertible",25,16,"0",149700
"Mercedes-Benz","SL-Class",2017,"premium unleaded (required)",577,8,"AUTOMATIC","rear wheel drive",2,"Factory Tuner,Luxury,High-Performance","Compact","Convertible",25,16,"0",151350
"Mercedes-Benz","SLK-Class",2016,"premium unleaded (required)",241,4,"AUTOMATIC","rear wheel drive",2,"Luxury","Compact","Convertible",32,25,"0",47000
"Mercedes-Benz","SLS AMG GT Final Edition",2015,"premium unleaded (required)",583,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,Factory Tuner,Luxury,High-Performance","Compact","Coupe",19,13,"0",221580
"Mercedes-Benz","SLS AMG GT",2014,"premium unleaded (required)",583,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,Factory Tuner,Luxury,High-Performance","Compact","Coupe",19,13,"0",201500
"Mercedes-Benz","SLS AMG",2011,"premium unleaded (required)",563,8,"AUTOMATED_MANUAL","rear wheel drive",2,"Exotic,Factory Tuner,Luxury,High-Performance","Compact","Coupe",20,14,"0",183000
"Hyundai","Sonata Hybrid",2015,"regular unleaded",199,4,"AUTOMATIC","front wheel drive",4,"Hybrid","Midsize","Sedan",40,36,"0",29500
"Hyundai","Sonata",2015,"regular unleaded",185,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",35,24,"0",26525
"Hyundai","Sonata",2015,"regular unleaded",185,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",35,24,"0",26525
"Hyundai","Sonata",2016,"regular unleaded",185,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",36,25,"0",27350
"Hyundai","Sonata",2017,"regular unleaded",185,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",36,25,"0",23400
"Hyundai","Sonata",2017,"regular unleaded",245,4,"AUTOMATIC","front wheel drive",4,"Performance","Midsize","Sedan",31,22,"0",26600
"Chevrolet","Sonic",2015,"regular unleaded",138,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",35,26,"0",14845
"Chevrolet","Sonic",2015,"regular unleaded",138,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",37,27,"0",19680
"Chevrolet","Sonic",2017,"regular unleaded",138,4,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",36,27,"0",21215
"Chevrolet","Sonic",2017,"regular unleaded",138,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",34,24,"0",16395
"GMC","Sonoma",2002,"flex-fuel (unleaded/E85)",120,4,"AUTOMATIC","rear wheel drive",3,"Flex Fuel","Compact","Extended Cab Pickup",23,17,"0",17093
"GMC","Sonoma",2003,"flex-fuel (unleaded/E85)",120,4,"MANUAL","rear wheel drive",2,"Flex Fuel","Compact","Regular Cab Pickup",25,19,"0",16270
"Kia","Sorento",2015,"regular unleaded",290,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",24,18,"1",33500
"Kia","Sorento",2016,"regular unleaded",185,4,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",29,21,"1",25100
"Kia","Sorento",2016,"regular unleaded",185,4,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",29,21,"1",26400
"Kia","Sorento",2016,"regular unleaded",240,4,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",27,20,"1",39900
"Kia","Sorento",2017,"regular unleaded",185,4,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",25,21,"1",28500
"Kia","Sorento",2017,"regular unleaded",240,4,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",25,19,"1",33300
"Kia","Soul EV",2016,"electric",NA,0,"DIRECT_DRIVE","front wheel drive",4,"N/A","Compact","Wagon",92,120,"1",35950
"Kia","Soul",2014,"regular unleaded",164,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Wagon",31,23,"1",18400
"Kia","Soul",2015,"regular unleaded",164,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Wagon",31,23,"1",20790
"Kia","Soul",2016,"regular unleaded",130,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Wagon",30,24,"1",17400
"Kia","Soul",2016,"regular unleaded",164,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Wagon",31,24,"1",19400
"Chevrolet","Spark EV",2015,"electric",140,0,"DIRECT_DRIVE","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",109,128,"0",25170
"Chevrolet","Spark",2015,"regular unleaded",84,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",39,31,"0",15440
"Chevrolet","Spark",2016,"regular unleaded",98,4,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",41,31,"0",17285
"Kia","Spectra",2007,"regular unleaded",138,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Wagon",32,23,"1",16995
"Kia","Spectra",2008,"regular unleaded",138,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Wagon",32,24,"1",16995
"Kia","Spectra",2009,"regular unleaded",138,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",30,23,"1",13550
"Kia","Spectra",2009,"regular unleaded",138,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",32,24,"1",17450
"Kia","Spectra",2009,"regular unleaded",138,4,"MANUAL","front wheel drive",4,"N/A","Compact","Wagon",30,23,"1",16695
"Kia","Spectra",2009,"regular unleaded",138,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",32,24,"1",14550
"Dodge","Spirit",1994,"regular unleaded",100,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",25,19,"1",2000
"Dodge","Spirit",1995,"regular unleaded",100,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",26,19,"1",2000
"Kia","Sportage",2016,"regular unleaded",182,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","4dr SUV",26,19,"1",23650
"Kia","Sportage",2016,"regular unleaded",182,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","4dr SUV",26,19,"1",26850
"Kia","Sportage",2017,"regular unleaded",240,4,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",26,21,"1",32500
"Maserati","Spyder",2003,"premium unleaded (required)",390,8,"MANUAL","rear wheel drive",2,"Exotic,Luxury,High-Performance","Compact","Convertible",15,10,"0",85542
"Audi","SQ5",2015,"premium unleaded (required)",354,6,"AUTOMATIC","all wheel drive",4,"Crossover,Factory Tuner,Luxury,High-Performance","Midsize","4dr SUV",24,17,"1",52700
"Cadillac","SRX",2015,"regular unleaded",308,6,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury","Midsize","4dr SUV",23,16,"1",46135
"Nissan","Stanza",1991,"regular unleaded",138,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",26,19,"1",2000
"Dodge","Stealth",1994,"regular unleaded",222,6,"MANUAL","front wheel drive",2,"Performance","Compact","Coupe",23,17,"1",2350
"Dodge","Stealth",1994,"regular unleaded",222,6,"MANUAL","front wheel drive",2,"Performance","Compact","Coupe",23,17,"1",2203
"Dodge","Stealth",1994,"regular unleaded",164,6,"MANUAL","front wheel drive",2,"N/A","Compact","Coupe",22,17,"1",2000
"Dodge","Stealth",1995,"regular unleaded",222,6,"MANUAL","front wheel drive",2,"Performance","Compact","Coupe",23,17,"1",2575
"Dodge","Stealth",1996,"regular unleaded",222,6,"MANUAL","front wheel drive",2,"Performance","Compact","Coupe",23,17,"1",3044
"Dodge","Stratus",2004,"regular unleaded",200,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",26,19,"1",21975
"Cadillac","STS-V",2007,"premium unleaded (required)",469,8,"AUTOMATIC","rear wheel drive",4,"Factory Tuner,Luxury,High-Performance","Large","Sedan",19,12,"1",75010
"Cadillac","STS",2010,"regular unleaded",302,6,"AUTOMATIC","rear wheel drive",4,"Luxury,Performance","Large","Sedan",27,18,"1",50385
"Cadillac","STS",2011,"regular unleaded",302,6,"AUTOMATIC","rear wheel drive",4,"Luxury,Performance","Large","Sedan",27,18,"1",56380
"GMC","Suburban",1999,"regular unleaded",255,8,"AUTOMATIC","rear wheel drive",4,"N/A","Large","4dr SUV",17,12,"0",3372
"Plymouth","Sundance",1992,"regular unleaded",93,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",29,23,"0",2000
"Plymouth","Sundance",1992,"regular unleaded",93,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",29,23,"0",2000
"Plymouth","Sundance",1993,"regular unleaded",100,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",29,22,"0",2000
"Toyota","Supra",1997,"regular unleaded",320,6,"MANUAL","rear wheel drive",2,"Performance","Compact","Coupe",22,15,"1",22001
"Subaru","SVX",1996,"regular unleaded",230,6,"AUTOMATIC","all wheel drive",2,"Performance","Compact","Coupe",22,15,"0",2472
"Suzuki","SX4",2011,"regular unleaded",148,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",30,23,"0",17849
"Suzuki","SX4",2011,"regular unleaded",150,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",32,23,"0",16479
"Suzuki","SX4",2011,"regular unleaded",148,4,"AUTOMATIC","front wheel drive",4,"Crossover,Hatchback","Compact","4dr Hatchback",30,23,"0",17799
"Suzuki","SX4",2012,"regular unleaded",148,4,"AUTOMATIC","all wheel drive",4,"Crossover,Hatchback","Compact","4dr Hatchback",29,23,"0",19649
"Suzuki","SX4",2012,"regular unleaded",148,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",32,25,"0",18199
"Suzuki","SX4",2012,"regular unleaded",150,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",33,23,"0",13699
"Suzuki","SX4",2012,"regular unleaded",150,4,"MANUAL","all wheel drive",4,"Crossover,Hatchback","Compact","4dr Hatchback",30,22,"0",18549
"Suzuki","SX4",2013,"regular unleaded",150,4,"MANUAL","all wheel drive",4,"Crossover,Hatchback","Compact","4dr Hatchback",30,22,"0",16999
"Suzuki","SX4",2013,"regular unleaded",148,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",30,23,"0",18799
"Toyota","T100",1996,"regular unleaded",190,6,"MANUAL","rear wheel drive",2,"N/A","Large","Extended Cab Pickup",20,15,"1",2563
"Toyota","T100",1996,"regular unleaded",190,6,"MANUAL","four wheel drive",2,"N/A","Large","Extended Cab Pickup",18,15,"1",2802
"Toyota","Tacoma",2015,"regular unleaded",236,6,"AUTOMATIC","four wheel drive",4,"N/A","Compact","Crew Cab Pickup",21,16,"1",28735
"Toyota","Tacoma",2015,"regular unleaded",159,4,"AUTOMATIC","four wheel drive",4,"N/A","Compact","Extended Cab Pickup",21,18,"1",25700
"Toyota","Tacoma",2016,"regular unleaded",278,6,"AUTOMATIC","four wheel drive",4,"N/A","Compact","Crew Cab Pickup",23,18,"1",31420
"Toyota","Tacoma",2016,"regular unleaded",278,6,"AUTOMATIC","four wheel drive",4,"N/A","Compact","Extended Cab Pickup",23,18,"1",33310
"Toyota","Tacoma",2016,"regular unleaded",278,6,"AUTOMATIC","four wheel drive",4,"N/A","Compact","Crew Cab Pickup",23,18,"1",31920
"Toyota","Tacoma",2016,"regular unleaded",278,6,"AUTOMATIC","rear wheel drive",4,"N/A","Compact","Crew Cab Pickup",24,19,"1",31625
"Toyota","Tacoma",2016,"regular unleaded",159,4,"AUTOMATIC","rear wheel drive",4,"N/A","Compact","Crew Cab Pickup",23,19,"1",24490
"Toyota","Tacoma",2017,"regular unleaded",278,6,"AUTOMATIC","four wheel drive",4,"N/A","Compact","Extended Cab Pickup",23,18,"1",33770
"Toyota","Tacoma",2017,"regular unleaded",159,4,"AUTOMATIC","rear wheel drive",4,"N/A","Compact","Extended Cab Pickup",23,19,"1",26205
"Toyota","Tacoma",2017,"regular unleaded",278,6,"AUTOMATIC","four wheel drive",4,"N/A","Compact","Crew Cab Pickup",23,18,"1",29735
"Toyota","Tacoma",2017,"regular unleaded",159,4,"AUTOMATIC","four wheel drive",4,"N/A","Compact","Extended Cab Pickup",22,19,"1",29280
"Toyota","Tacoma",2017,"regular unleaded",278,6,"AUTOMATIC","four wheel drive",4,"N/A","Compact","Crew Cab Pickup",23,18,"1",33265
"Chevrolet","Tahoe",2015,"flex-fuel (unleaded/E85)",355,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel,Performance","Large","4dr SUV",22,16,"0",64085
"Chevrolet","Tahoe",2016,"flex-fuel (unleaded/E85)",355,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","4dr SUV",22,16,"0",55030
"Ford","Taurus X",2009,"regular unleaded",263,6,"AUTOMATIC","all wheel drive",4,"Crossover","Large","Wagon",22,15,"1",33180
"Ford","Taurus",2016,"premium unleaded (recommended)",365,6,"AUTOMATIC","all wheel drive",4,"Factory Tuner,High-Performance","Large","Sedan",24,16,"1",40275
"Ford","Taurus",2016,"flex-fuel (unleaded/E85)",288,6,"AUTOMATIC","all wheel drive",4,"Flex Fuel,Performance","Large","Sedan",24,17,"1",36310
"Ford","Taurus",2017,"flex-fuel (unleaded/E85)",288,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel,Performance","Large","Sedan",27,18,"1",36855
"Ford","Taurus",2017,"flex-fuel (unleaded/E85)",288,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Large","Sedan",27,18,"1",27345
"Scion","tC",2016,"regular unleaded",179,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",31,23,"0",19385
"Ford","Tempo",1992,"regular unleaded",96,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",30,21,"1",2000
"Toyota","Tercel",1997,"regular unleaded",93,4,"MANUAL","front wheel drive",2,"N/A","Compact","Coupe",35,28,"1",2012
"Toyota","Tercel",1998,"regular unleaded",93,4,"MANUAL","front wheel drive",2,"N/A","Compact","Coupe",35,27,"1",2148
"GMC","Terrain",2015,"regular unleaded",182,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","4dr SUV",29,20,"0",37240
"GMC","Terrain",2015,"regular unleaded",182,4,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",32,22,"0",29820
"GMC","Terrain",2016,"regular unleaded",182,4,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",32,22,"0",28300
"GMC","Terrain",2016,"regular unleaded",182,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","4dr SUV",29,20,"0",30050
"GMC","Terrain",2017,"regular unleaded",182,4,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",31,21,"0",27300
"GMC","Terrain",2017,"regular unleaded",182,4,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",31,21,"0",30920
"Buick","Terraza",2006,"regular unleaded",196,6,"AUTOMATIC","all wheel drive",4,"N/A","Midsize","Passenger Minivan",21,15,"0",30250
"Buick","Terraza",2007,"regular unleaded",240,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Passenger Minivan",23,16,"0",26660
"Ford","Thunderbird",2003,"premium unleaded (required)",280,8,"AUTOMATIC","rear wheel drive",2,"Performance","Midsize","Convertible",22,16,"1",36815
"Ford","Thunderbird",2003,"premium unleaded (required)",280,8,"AUTOMATIC","rear wheel drive",2,"Performance","Midsize","Convertible",22,16,"1",39310
"Hyundai","Tiburon",2006,"regular unleaded",138,4,"AUTOMATIC","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",27,19,"0",17095
"Hyundai","Tiburon",2006,"regular unleaded",172,6,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",24,17,"0",21595
"Hyundai","Tiburon",2007,"regular unleaded",172,6,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",24,17,"0",21695
"Hyundai","Tiburon",2008,"regular unleaded",138,4,"AUTOMATIC","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",27,20,"0",18370
"Hyundai","Tiburon",2008,"regular unleaded",172,6,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",24,17,"0",22620
"Hyundai","Tiburon",2008,"regular unleaded",138,4,"MANUAL","front wheel drive",2,"Hatchback","Compact","2dr Hatchback",28,20,"0",17270
"Volkswagen","Tiguan",2015,"premium unleaded (recommended)",200,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","4dr SUV",26,20,"0",33235
"Volkswagen","Tiguan",2015,"premium unleaded (recommended)",200,4,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",26,21,"0",37650
"Volkswagen","Tiguan",2015,"premium unleaded (recommended)",200,4,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",26,21,"0",28250
"Volkswagen","Tiguan",2016,"premium unleaded (recommended)",200,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","4dr SUV",26,20,"0",30675
"Volkswagen","Tiguan",2017,"premium unleaded (recommended)",200,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","4dr SUV",24,20,"0",36475
"Nissan","Titan",2014,"regular unleaded",317,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",17,12,"1",34760
"Nissan","Titan",2014,"regular unleaded",317,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",18,13,"1",33990
"Nissan","Titan",2014,"regular unleaded",317,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",18,13,"1",40580
"Nissan","Titan",2015,"regular unleaded",317,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel","Large","Crew Cab Pickup",17,12,"1",34910
"Nissan","Titan",2017,"regular unleaded",390,8,"AUTOMATIC","four wheel drive",4,"N/A","Large","Crew Cab Pickup",20,15,"1",45020
"Acura","TL",2012,"premium unleaded (required)",280,6,"AUTOMATIC","front wheel drive",4,"Luxury,Performance","Midsize","Sedan",29,20,"0",41635
"Acura","TL",2013,"premium unleaded (recommended)",305,6,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Midsize","Sedan",26,18,"0",45385
"Acura","TL",2013,"premium unleaded (recommended)",280,6,"AUTOMATIC","front wheel drive",4,"Luxury,Performance","Midsize","Sedan",29,20,"0",41835
"Acura","TL",2013,"premium unleaded (recommended)",305,6,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Midsize","Sedan",26,18,"0",43185
"Acura","TL",2013,"premium unleaded (recommended)",280,6,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Sedan",29,20,"0",35905
"Acura","TL",2014,"premium unleaded (recommended)",305,6,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Midsize","Sedan",26,18,"0",45510
"Acura","TLX",2016,"premium unleaded (recommended)",290,6,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Sedan",34,21,"0",39375
"Acura","TLX",2017,"premium unleaded (recommended)",206,4,"AUTOMATED_MANUAL","front wheel drive",4,"Luxury","Midsize","Sedan",35,24,"0",35950
"Acura","TLX",2017,"premium unleaded (recommended)",206,4,"AUTOMATED_MANUAL","front wheel drive",4,"Luxury","Midsize","Sedan",35,24,"0",31900
"Acura","TLX",2017,"premium unleaded (recommended)",290,6,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Sedan",34,21,"0",39400
"Oldsmobile","Toronado",1990,"regular unleaded",165,6,"AUTOMATIC","front wheel drive",2,"N/A","Large","Coupe",24,16,"0",2000
"Oldsmobile","Toronado",1992,"regular unleaded",170,6,"AUTOMATIC","front wheel drive",2,"N/A","Large","Coupe",24,16,"0",2000
"Volkswagen","Touareg 2",2008,"premium unleaded (required)",280,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",20,14,"0",39300
"Volkswagen","Touareg 2",2009,"premium unleaded (recommended)",350,8,"AUTOMATIC","all wheel drive",4,"Crossover,Performance","Midsize","4dr SUV",18,13,"0",48900
"Volkswagen","Touareg",2015,"premium unleaded (recommended)",280,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",23,17,"0",44705
"Volkswagen","Touareg",2016,"diesel",240,6,"AUTOMATIC","all wheel drive",4,"Crossover,Diesel","Midsize","4dr SUV",29,21,"0",54950
"Volkswagen","Touareg",2017,"premium unleaded (recommended)",280,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",23,17,"0",49495
"Chrysler","Town and Country",2016,"flex-fuel (unleaded/E85)",283,6,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Midsize","Passenger Minivan",25,17,"0",40645
"Lincoln","Town Car",2010,"flex-fuel (unleaded/E85)",239,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel,Luxury","Large","Sedan",24,16,"0",52595
"Lincoln","Town Car",2010,"flex-fuel (unleaded/E85)",239,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel,Luxury","Large","Sedan",24,16,"0",46925
"Lincoln","Town Car",2011,"flex-fuel (unleaded/E85)",239,8,"AUTOMATIC","rear wheel drive",4,"Flex Fuel,Luxury","Large","Sedan",24,16,"0",47000
"Chevrolet","Tracker",2002,"regular unleaded",127,4,"MANUAL","four wheel drive",4,"N/A","Compact","4dr SUV",23,20,"0",17890
"Chevrolet","TrailBlazer EXT",2005,"regular unleaded",275,6,"AUTOMATIC","four wheel drive",4,"N/A","Large","4dr SUV",17,12,"0",32515
"Chevrolet","TrailBlazer EXT",2005,"regular unleaded",275,6,"AUTOMATIC","four wheel drive",4,"N/A","Large","4dr SUV",17,12,"0",30335
"Chevrolet","TrailBlazer EXT",2005,"regular unleaded",275,6,"AUTOMATIC","rear wheel drive",4,"N/A","Large","4dr SUV",18,13,"0",28085
"Chevrolet","TrailBlazer EXT",2006,"regular unleaded",291,6,"AUTOMATIC","rear wheel drive",4,"N/A","Large","4dr SUV",19,14,"0",25880
"Chevrolet","TrailBlazer",2008,"premium unleaded (required)",390,8,"AUTOMATIC","rear wheel drive",4,"Factory Tuner,Performance","Midsize","4dr SUV",16,12,"0",35590
"Chevrolet","TrailBlazer",2008,"regular unleaded",285,6,"AUTOMATIC","four wheel drive",4,"N/A","Midsize","4dr SUV",20,14,"0",33945
"Pontiac","Trans Sport",1998,"regular unleaded",180,6,"AUTOMATIC","front wheel drive",3,"N/A","Compact","Passenger Minivan",23,16,"0",2000
"Ford","Transit Connect",2015,"regular unleaded",169,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Cargo Minivan",29,21,"1",22330
"Ford","Transit Connect",2015,"regular unleaded",169,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Cargo Minivan",29,21,"1",23855
"Ford","Transit Connect",2016,"regular unleaded",169,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Cargo Minivan",29,21,"1",22675
"Ford","Transit Connect",2017,"flex-fuel (unleaded/E85)",169,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Passenger Minivan",27,19,"1",25585
"Ford","Transit Connect",2017,"flex-fuel (unleaded/E85)",169,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Cargo Minivan",27,20,"1",24425
"Ford","Transit Connect",2017,"flex-fuel (unleaded/E85)",169,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Passenger Minivan",27,19,"1",28215
"Ford","Transit Wagon",2015,"flex-fuel (unleaded/E85)",275,6,"AUTOMATIC","rear wheel drive",3,"Flex Fuel","Midsize","Passenger Van",19,14,"1",33920
"Ford","Transit Wagon",2015,"flex-fuel (unleaded/E85)",275,6,"AUTOMATIC","rear wheel drive",3,"Flex Fuel","Midsize","Passenger Van",19,14,"1",33770
"Ford","Transit Wagon",2016,"flex-fuel (unleaded/E85)",275,6,"AUTOMATIC","rear wheel drive",3,"Flex Fuel,Diesel","Midsize","Passenger Van",19,14,"1",36825
"Ford","Transit Wagon",2016,"flex-fuel (unleaded/E85)",275,6,"AUTOMATIC","rear wheel drive",3,"Flex Fuel,Diesel","Large","Passenger Van",19,14,"1",39580
"Ford","Transit Wagon",2016,"flex-fuel (unleaded/E85)",275,6,"AUTOMATIC","rear wheel drive",3,"Flex Fuel,Diesel","Large","Passenger Van",19,14,"1",39735
"Ford","Transit Wagon",2016,"premium unleaded (recommended)",310,6,"AUTOMATIC","rear wheel drive",3,"Diesel","Large","Passenger Van",19,14,"1",43995
"Ford","Transit Wagon",2017,"flex-fuel (unleaded/E85)",275,6,"AUTOMATIC","rear wheel drive",3,"Flex Fuel","Large","Passenger Van",19,14,"1",35825
"Ford","Transit Wagon",2017,"regular unleaded",275,6,"AUTOMATIC","rear wheel drive",3,"Diesel","Large","Passenger Van",19,14,"1",42220
"Ford","Transit Wagon",2017,"regular unleaded",275,6,"AUTOMATIC","rear wheel drive",3,"Diesel","Large","Passenger Van",19,14,"1",40925
"Chevrolet","Traverse",2015,"regular unleaded",288,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",23,16,"0",43935
"Chevrolet","Traverse",2016,"regular unleaded",281,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",22,15,"0",28700
"Chevrolet","Traverse",2016,"regular unleaded",281,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",22,15,"0",38505
"Chevrolet","Traverse",2016,"regular unleaded",281,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",22,15,"0",36005
"Chevrolet","Traverse",2017,"regular unleaded",281,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",22,15,"0",28700
"Chevrolet","Traverse",2017,"regular unleaded",281,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",22,15,"0",33300
"Chevrolet","Trax",2015,"regular unleaded",138,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","4dr SUV",31,24,"0",21620
"Chevrolet","Trax",2015,"regular unleaded",138,4,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",34,26,"0",20040
"Chevrolet","Trax",2015,"regular unleaded",138,4,"AUTOMATIC","all wheel drive",4,"Crossover","Compact","4dr SUV",31,24,"0",21540
"Subaru","Tribeca",2014,"regular unleaded",256,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",21,16,"0",34095
"Mazda","Tribute Hybrid",2008,"regular unleaded",133,4,"AUTOMATIC","all wheel drive",4,"Crossover,Hybrid","Compact","4dr SUV",27,29,"0",27235
"Mazda","Tribute Hybrid",2009,"regular unleaded",177,4,"AUTOMATIC","front wheel drive",4,"Crossover,Hybrid","Compact","4dr SUV",31,34,"0",29175
"Mazda","Tribute",2009,"regular unleaded",240,6,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",26,18,"0",25885
"Mazda","Tribute",2009,"regular unleaded",240,6,"AUTOMATIC","front wheel drive",4,"Crossover","Compact","4dr SUV",26,18,"0",24200
